id,id_texte,commentaires
257,257,"257. « Mémoire concernant l'établissement d'une Chambre souveraine en Alsace, » avec plusieurs autres pièces concernant cette province./Fol. 1. Introduction.  Fol. 6 vo. « De l'état ecclésiastique, » - Fol. 36 vo. « De l'état de la noblesse. » - Fol. 57 vo. Le tiers-état. -- Fol. 87 v°. « Engagements faits par la maison d'Autriche. » - Fol. 110. Pouvoir que la Chambre souveraine avait sous la maison d'Autriche.  Fol. 153. « Mémoire concernant les limites de la Basse-Alsace. »  Fol. 162. Table alphabétique. - Fol. 173. « Dates des réceptions de plusieurs officiers du conseil souverain d'Alsace. » 1678-1714. - Cf. Catalogue de la bibliothèque de M. Le Blanc, Paris, 1729, n° 3249, et J. Le Long, Bibliothèque historique de la France, no 38712./XVIIIe siècle. Papier. 179 feuillets. 330 sur 210 millim. Cartonné.  (Joly de Morey en 1712.)"
258,258,"258. « Estat abbrégé des villes, bourgs et villages des duchez de Lorraine et Barrois, terres et seigneuries y enclavées, selon les rolles qui en ont esté dresséz en l'an 1600 pour l'ayde commencé en apvril 1602. Ensemble la réduction faicte des conduictz cottisables aux aydes par Messieurs les deputéz d'iceluy. »/XVII° siècle. Papier. 60 feuillets. 330 sur 220 millim. Broché. (Charlot.) 259. "
259,259,"259. « État des villes et villages employés à l'entretien annuel des chaussées sur les grandes routes de Lorraine et Barrois, suivant la distribution faite en l'année 1754. »/XVIIIe siècle. Papier. 95 feuillets. 207 sur 165 millim. Cartonné."
260,260,260. Cours de la Meuse depuis Maxey jusqu'à Verdun. (Levés de plans.)/XVIII° siècle. Papier. 97 feuillets. 155 sur 140 millim. Cartonné.
261,261,"261. « Inventaire général des titres estant dans six coffres transportés de La Motte à Nancy et de Nancy à la Sainte-Chapelle à Paris l'an 1634. »/Fol. 4. « Avis pour le transport des titres de Lorraine et Barrois au Trésor des chartres du Roy, à la Sainte-Chapelle à Paris. » Fol. 10. « Inventaire... »/XVIIIe siècle. Papier. 130 feuillets. 340 sur 220 millim. Broché. (Charlot.)"
262,262,"262. « Trésor des chartres de Lorraine. Inventaire du carton 31 : Lachaussée, Lamarche, La Mothe et Bourmont. La Mothe, lieux, additions. »/XVIIIe siècle. Papier. 180 feuillets. 340 sur 220 millim. Broché. (Charlot.)"
263,263,"263. Trésor des chartres de Lorraine. Inventaire du carton 41 : Layette Bar, mélanges./XVIII° siècle. Papier. 222 feuillets. 340 sur 220 millim. Broché. (Charlot.) "
264,264,"264. « Annales historiques et généalogiques de la Lorraine et Barrois, tirées des chartriers de Nancy, Bar, Ligny, Commercy, Toul, Trois-Fontaines, etc... 1789. »"
265,265,265. « Royaume de Lorraine. »/Page 1. « Royaume de Lorraine. L'origine de la Lorraine et les Princes qui ont possédé ces États sous titre de Roïaume. » - Page 18. « Ducs de la Lorraine haute ou mosellanique. »  Page 19. « Ducs de la Lorraine basse ou ripuaire. »/Au bas des pages 18 et suivantes se trouvent des notes de la main de dom Calmet./XVIIIe siècle. Papier. Il et 60 pages. 330 sur 210 millim. Broché. (Charlot.)
266,266,"266-267. Recueils de pièces et mémoires concernant l'histoire de Lorraine./266. Fol. I et passim. « Nouvel abrégé de l'histoire de Lorraine, » d'après Henriquez.  Fol. 137 v°. « État chronologique des professeurs de l'université de Pont-à-Mousson. » - Fol. 141 v°. « Relation de la fuite de Dantzig de Stanislas I... »  Fol. 305. « Essai sur la vie et les exploits de... Antoine, duc de... Lorraine,... par Jean Herculain de Pleinfin. » Texte latin et français sur deux colonnes./XVIII. et XIXe siècles. Papier. 325 et 273 feuillets, de diverses dimensions dans deux cartonnages de 332 sur 210 et de 410 sur 240 millim. (Prince de Bauffremont.)"
267,267,"266-267. Recueils de pièces et mémoires concernant l'histoire de Lorraine./267. Fol. I et passim. Suite de l'histoire de Lorraine, d'après Henriquez.  Fol. 170. Notice sur le tombeau de Hadwide de Namur, à Châtenoy. -- Fol. 303. « Mémoire relatif au... rétablissement des sépultures de la Maisou royale de Lorraine à Nancy... Vienne 1818. » Fol. 232. « Testament de Charles IV, duc de Lorraine, » en vers./XVIII. et XIXe siècles. Papier. 325 et 273 feuillets, de diverses dimensions dans deux cartonnages de 332 sur 210 et de 410 sur 240 millim. (Prince de Bauffremont.)"
268,268,"268. Histoire de René II, duc de Lorraine./Page A. « René II, duc de Lorrain?, d'après un manuscrit du 16° siècle. Introduction. » -- Page 65. « Antoine de Lorraine, 61° duc des Lorrains... »/Copie faite en 1861 par Chapellier, instituteur, d'après le manuscrit no 180 de la Bibliothèque de la ville d'Epinal, avec notes par l'abbé Marchal./XIX° siècle. Papier. 4 et 76 pages. 340 sur 210 millim. Broché. (Chapellier.)"
269,269,"269. « Discours des choses advenues en Lorraine depuis le décès du duc Nicolas jusqu'à celui du duc René... A Espinal, par Pierre Houion imprimeur de Son Altesse. M. DC. XXVI. »/Ce manuscrit, auquel il manque quelques feuillets, semble être la copie originale préparée par l'auteur Nicolas Remy, pour l'édition d'Epinal, 1626. Au verso de la couverture, portrait de René II, gravure sur bois./XVII° siècle. Papier. 39 feuillets. 324 sur 215 millim. Couverture parchemin. (Abbé Guillaume.)"
270,270,"270. « Recueil de ce qui s'est passé de plus remarquable pendant le dix-septième siècle, tiré de plusieurs auteurs » et relatant particulièrement les faits intéressant la Lorraine et la famille ducale./XVIII° siècle. Papier. 106 feuillets. 280 sur 180 millim. Broché."
271,271,"271. « Abrégé de l'histoire de la maison de Bar-le-Duc, sortie de celle de Lorraine, où elle est enfin revenue. »/XVIIIe siècle. Papier. 85 feuillets. 250 sur 200 millim. Broché."
272,272,"272. Recueil de copies de pièces concernant la ville de Metz, tiré des archives de la ville, en 1860./XIX° siècle. Papier. 58 feuillets. 214 sur 160 millim. Cartonné. (L. Germain de Maidy.)"
273,273,"273. « Journal historique de ce qui me concerne et par occasion des principaux événements publics, » par le président Bourcier./Fol. 20. « Remarques historiques concernant la Lorraine. »/Publié dans les Mémoires de la Société d'archéologie lorraine (Nancy, 1891)./XVIII siècle. Papier. 126 feuillets. 309 sur 203 millim. Rel. parchemin. (R.-D. de Souhesmes.)"
274,274,"274. Recueil./Fol. 1. « Éloge funèbre de la bienheureuse Mère Alix Le Clerc, fondatrice des Filles de la Congrégation de Notre-Dame, prononcé le 9 janvier 1714, chez les Dames de la Congrégation de Nancy. »/Fol. 12. « Sommaire du contenu de deux volumes manuscrits in-4°, intitulés : Vie de la vénérable Mère Alix Leclerc, fondatrice de la Congrégation Notre-Dame, par M. Petitmangin, chanoine de l'insigne église Saint-Pierre de Remiremont. »/Ce manuscrit de Petitmangin se trouve dans la bibliothèque Thiéry-Solet./XVIIIe et XIX° siècles. Papier. 18 feuillets. 210 sur 160 millim. Broché."
275,275,"275. « Testament de Paul Ferry, » pasteur de l'Église réformée de Metz (1666)./Fol. 1. Texte du testament. --- Fol. 14. Inventaire de ses biens./XIXe siècle. Papier. 68 feuillets. 216 sur 165 millim. Cartonné."
276,276,"276. Nobiliaire de la Lorraine, précédé d'une description sommaire de ce pays, attribué au Père Hugo./XVIIIe siècle. Papier. 255 feuillets. 225 sur 178 millim. Rel. parchemin. (Charlot.)"
277,277,"277. « Nobilier sur la Lorraine, Barrois et Trois-Evêchés. »/Fol. 3. Ordonnances concernant la noblesse.  Fol. 18. « Liste des nobles reconnus ou créés gentilshommes à titre. »  Fol. 27. « Rolle des nobles qui ont été déclarés gentilshommes par Charles III, Henry II, Charles IV, Léopold et François. » - Fol. 33. « Rolle de ceux qui se qualifient écuyers au bailliage de St Mihiel, reconnus en l'année 1573. » --- Fol. 34. « Annoblis par les Evêques de Toul, Metz et Verdun. »  Fol. 41. « Extraits du registre de Jean de Chateauneuf, registrateur des lettres patentes du roi René de Sicile. » - Fol. 98. « Extrait des titres que j'ay. »/XVIII° siècle. Papier. 146 feuillets. 340 sur 220 millim. Broché. (Charlot.)"
278,278,278. « Livre des notes de noblesse; » extraites d'archives du nord de la France./XVIII° siècle. Papier. 200 feuillets. 340 sur 220 millim. Broché. (Charlot.)
279,279,279. « Table alphabétique des noms nobles qui se trouvent dans les titres des chapitres corps et seigneurs de la province de Champagne. »/XVIII° siècle. Papier. 72 feuillets. 340 sur 320 millim. Broché. (Charlot.)
280,280,"280. « De la maison de Vaudémont et de l'alliance de celle du Neuf-Chatel ; le 26° juillet 1762. »/Fol. 2. « Bref discours de la maison de Vaudémont,... recueilli tant de plusieurs notables auteurs et anciennes chartes d'églises qu'autrement, par Adrian Vautrin, lieutenant général au bailliage de Chatel-sur-Mozelle. »  Fol. 10. « De la maison de Neuf-Chatel en Bourgogne... »/- Fol. 18. « Extraits de la généalogie des rois de France et autres princes. »/XVIIIe siècle. Papier. 32 feuillets. 335 sur 210 millim. Broché. (Charlot.)"
281,281,"281. Recueil de notes et mémoires sur la famille de Ramberviller./Fol. 1. Lettre autographe de Ramberviller, chanoine de Saint-Dié, à Lemoine, directeur des salines de Moyenvic, 13 janvier 1763.  Fol. 5. Copie de diverses pièces sur la maison de Ramberviller. - Fol. 11. Armoiries de la famille et de ses alliances.  Fol. 14. Tables généalogiques de la famille. -- Fol. 18. Pièces diverses : inventaires, contrats, extraits des registres paroissiaux./XVIII° siècle. Papier. 110 feuillets. 335 sur 215 millim. Demi-reliure. (Comte Emmery. --- Chassignet.)"
282,282,"282-283. Dessins et description des médailles gravées par F. de Saint-Urbain et de monnaies françaises et diverses, par Alfred de Jandin (1840)/282. Fol. 3. « Notice sur la vie et les ouvrages de Ferdinand de Saint-Urbain. »/XIXe siècle. Papier. 131 et 10 feuillets. 143 sur 198 millim. Demirel. (De Jandin.)"
283,283,"282-283. Dessins et description des médailles gravées par F. de Saint-Urbain et de monnaies françaises et diverses, par Alfred de Jandin (1840)/283. Monnaies françaises, verdunoises et diverses. - La plus grande partie des feuillets sont restés en blanc. Nombreux dessins de monnaies et médailles./XIXe siècle. Papier. 131 et 10 feuillets. 143 sur 198 millim. Demirel. (De Jandin.)"
284,284,"284. Description de la suite des médailles des ducs de Lorraine, dite « Médailler de Lorraine », Oeuvre de Ferdinand de Saint-Urbain, avec l'indication de la rareté, d'après Mory d'Elvange, par A. de Jandin./XIX° siècle. Papier. 92 pages. 205 sur 163 millim. Cartonné. (De Jandin.)"
285,285,"285. « Notes sur les monnaies de Lorraine, » d'après dom Calmet, de Saulcy, etc... Description inachevée, par Alfred de Jandin./Page 143. Bar. - Page 151. Metz. -- Page 163. Marsal. -- Page 167. Toul. Dessins de monnaies./XIX° siècle. Papier. 167 pages. 208 sur 130 millim. Demi-rel. (De Jandin.)"
286,286,"286. Description sommaire de monnaies et médailles romaines, françaises, lorraines et étrangères, par Alfred de Jandin (1839)./XIX° siècle. Papier. 51 feuillets. 208 sur 160 millim. Cartonné. (De Jandin.)"
287,287,"287. Mélanges de numismatique et d'histoire, par Alfred de Jandin./Fol. 1. « Description des tombeaux des ducs de Lorraine dans la Chapelle ducale... et dans l'église des Cordeliers. » - Fol. 3. « Voici le nom de tous les lieux où les rois de la 2° race ont fait battre monnaie. »  Fol. 6. « Notes sur les monnaies de France » jusqu'à Louis XI. Dessins de monnaies./XIX° siècle. Papier. 37 feuillets. 210 sur 170 millim. Cartonné. (De Jandin.)"
288,288,"288. Minutes de lettres écrites en 1840 et 1841 par Alfred de Jandin à diverses personnes, et relatives à la numismatique. Parmi les correspondants, on remarque Rollin, de Saulcy, etc./XIX° siècle. Papier. 48 pages. 205 sur 164 millim. Cartonné. (De Jandin.)"
289,289,"289. « Catalogue des ouvrages imprimés sur la Lorraine, des pièces manuscrites, originales ou copies ou extraites, qui se trouvent dans ma bibliothèque, et recueils, » par Mory d'Elvange./XVIII° siècle. Papier. 32 feuillets. 340 sur 220 millim. Broché."
290,290,"290. Catalogue de la bibliothèque lorraine de l'abbé Marchal. Fol. 1. « Catalogue de ma bibliothèque lorraine par ordre de matières. » 23 feuillets écrits.  Volumine verso, Le catalogue général de la bibliothèque. 38 feuillets écrits./XIX° siècle. Papier. 90 feuillets. 303 sur 200 millim. Cartonné."
291,291,"291. Dossier concernant la vente que l'abbé Marchal a faite de son vivant, d'une partie de sa bibliothèque, avec noms des acquéreurs et prix de vente./XIX° siècle. Papier. 9 cahiers et 23 feuilles volantes dans un cartonnage de 300 sur 205 millimètres."
292,292,"292. Rouleau mortuaire du XVe siècle./Page 1. « ... Le porteur, qui se nommait Jean Wyart, a recueilli, de 1432 à 1433, 268 réponses (tituli) dans divers établissements des diocèses de Cambray, Liège, Trèves, Metz, Toul, Besançon, Noyon, Arras, Tournai, Thérouanne, Laon et Cologne. »/Copié sur l'original qui se trouve à la Bibliothèque nationale, département des manuscrits, nouvelles acquisitions latines, no. 150; avec préface et notes par l'abbé Demange.  Cf. Journal de la Société d'archéologie lorraine, 1890, p. 144./XIX° siècle. Papier. 4 pages et 268 feuillets, 205 sur 155 millim. En feuilles. (Abbé Demange.)"
293,293,"293. Livre des messes acquittées au couvent des Tiercelins de Nancy, de 1694 à 1724./XVII° et XVIIIe siècles. Papier. 123 feuillets. 278 sur 165 millim. Rel. parchemin."
294,294,294. « De l'Institut des religieuses de la Congrégation Notre-Dame. 1617. »/Fol. liminaire. « Ce manuscrit est celuy qui fut envoyé au ven. Père [Pierre Fourier) par les religieuses de Verdun et dont le P. Bedel parle dans son histoire. »/XVII° siècle. Papier. 167 feuillets. 204 sur 150 millim. Rel. parchemin. (Chanoines réguliers de Pont-à-Mousson.)
295,295,"295. « Estat, reiglement et statut des religieuses de la Congrégation de la bienheureuse Vierge Marie, receues et approuvées par nostre S' Père Paul cinquième au contenu de ses bulles du premier de febvrier mil six cent et quinze et du sixième doctobre mil six cent et seize en l'Ordre de sainct Augustin... »/XVIIe siècle. Parchemin. 8 feuillets. 320 sur 215 millim. Couverture en parchemin."
296,296,"296. « Le tableau de la saline de Rosières », par de Montgueron. 1712./Description de la saline, des procédés d'exploitation, fonctions des ouvriers, etc.  Le titre et le début de la dédicace manquent./XVIII° siècle. Papier. 310 feuillets. 155 sur 100 millim. Rel. basane."
297,297,"297. « Mémoire sur la réforme du bailliage du Bassigni, et son rétablissement dans les villes de la mouvance. M. DCC. XLVIII » ; par Jamet le jeune./XVIII° siècle. Papier. 22 feuillets. 190 sur 145 millim. Cartonné."
298,298,298. Commentaires sur la « Coutume de Lorraine »./XVIIIe siècle. Papier. Il et 103 pages. 220 sur 170 millim. Broché. (Charlot.)
299,299,"299. Projet des coutumes du comté de Vaudémont./Fol. 1. « Règlement pour le baillage du comté de Vaudémont et la manière de procéder aux enquêtes, du 26 janvier 1507. » Copie du XVIII° siècle.  Fol. 9. « Projest des Coustumes du comté de Vaudemont, ainsi que d'ancienneté elles ont esté praticquées en partie, et que pour l'advenir semblent debvoir estre observées commes conformes au droit, raison et équitée. »/XVIIe et XVIII° siècles. Papier. 58 feuillets. 324 sur 215 millim. Broché. (Prince de Beauffremont.)"
300,300,"300. Recueil d'arrêts de la Cour souveraine de Lorraine, du règne de Léopold à la fin de l'ancien régime. Notes de la main de l'auteur du recueil./XVIII° siècle. Papier. 304 feuillets de diverses dimensions dans un cartonnage de 250 sur 220 millim. Dos parchemin."
301,301,"301. Instruction, par demandes et réponses, de la procédure civile et de la procédure criminelle de l'Ordonnance de 1707./XVIII° siècle. Papier. 196 feuillets. 200 sur 165 millim. Rel. basane."
302,302,"302. « Musaeum therapeuticum, sive rerum medicarum thesaurus a lly therapeuticus..., "" par Charles Bagard (1723)./Fol. 2. « Prolegomena historico-medica. »  Fol. 5. « Biblioteca nostra therapeutica. »  Fol. 166. « Index morborum. » 1 ?????. « E../XVIII° siècle. Papier. 196 feuillets. 335 sur 205 millim. Rel. basane. (Symboliser la medicine) (Antoine Poirel, chirurgien à Nomeny. - M. Trousset.)"
303,303,"303. « Collection de diverses formules de médicamens recueillies des meilleurs médecins, dont le succès a souvent mérité la confience dans la pratique; avec quelques extraits de plusieurs articles de différens journaux qui ont rapport à la médecine. »/XVIII° siècle. Papier. 126 feuillets. 175 sur 140 millim. Rel. parchemin. (Abbé Chatton.)"
304,304,"304-305. Statuts, ordonnances et délibérations des maîtres apothicaires de Nancy./304. Page 1. « Coppie des decretz, statutz et ordonnances de Son Altesse pour l'Establissement de la maîtrise entre les Appoticaires de Nancy... » - Page 5. « Cathologue des maistres apores... de Nancy... l'an 1615... »  Page 18. « Articles de la Confrairie de l'an 1626. » - Page 30. Acte de création des jurés (1653)."
305,305,"304-305. Statuts, ordonnances et délibérations des maîtres apothicaires de Nancy./305. Pages i à XIV : Table.  Page 1. « Serment que tout aspirans est obligé de faire. »  Page 38. « Lettres patentes du Roy pour l'établissement d'un Collège royal de Médecine à Nancy. » -- Page 289. « État des pièces qui sont dans le coffre... le 15 septembre 1753. » - Pages 384 et seq. Procès-verbaux de l'an VII à l'an XI./XVII°, XVIII et XIXe siècles. Papier. Deux registres de ii et 216 pages et de xvi et 393 pages. 393 sur 310 millim. Rel. parchemin. (Archives des Apothicaires de Nancy.  Monal.)"
306,306,"306. Archives des apothicaires de Nancy./Procès-verbaux pour vente illicite de médicaments, procédure pour l'obtention de statuts, correspondance, prospectus pharmaceutiques imprimés et pièces diverses./XVII, XVIIIe et XIX° siècles. Papier et parchemin. 296 feuillets de diverses dimensions dans un cartonnage de 400 sur 255 millim. Dos parchemin. (Archives des Apothicaires de Nancy: --- Monal.)"
307,307,"307. Inventaire, requêtes, mémoires et pièces diverses concernant la pharmacie Mandel, à Nancy./Fol. 17. « Inventaire de la pharmacie de Madame la veuve Mandel; commencé le 1er avril 1769. » -- Fol. 30. « Dettes actives. »/XVIIIe siècle. Papier. 35 feuillets de dimensions diverses dans un cartonnage de 355 sur 220 millim. Dos parchemin. (Archives des Apothicaires de Nancy. --- Monal.)"
308,308,"308. Cours de pharmacie./Fol. 1. Cours de pharmacie par demandes et par réponses. -- Fol. 27. «Cours de pharmacie de M. Nachette, professeur au Collège de Pharmacie. An 12. »  Fol. 120. « Définitions de chimie. » -- Fol. 133. « Dissertation sur les gypses ou pierres à plàtre de la Lorraine. 1779. »/XVIII et XIX° siècles. Papier. 145 feuillets de dimensions diverses dans un cartonnage de 230 sur 184 millim. Dos parchemin. (Pharmacie Mandel.  Monal.)"
309,309,309-310. Recettes de pharmacie./309. Page 1. « Table analytique des recettes qui se trouvent dans le Journal de Montpeillier. » -- Page 22. « Matière médicale. » - Page 84. « Purification des simples. »  Page 118. « Méthode curative à suivre pour toutes les maladies dartreuses. » -- Page 127. Liste donnant les divers noms des plantes médicinales. 310. Recettes de pharmacie et dissertations pharmaceutiques./XVIIIe siècle. Papier. 156 feuillets de 227 sur 175 millim. et 28 feuillets de dimensions diverses dans un cartonnage de 290 sur 220 millim. Cartonné. (Pharmacie Mandel.  Monal.)
310,310,309-310. Recettes de pharmacie./309. Page 1. « Table analytique des recettes qui se trouvent dans le Journal de Montpeillier. » -- Page 22. « Matière médicale. » - Page 84. « Purification des simples. »  Page 118. « Méthode curative à suivre pour toutes les maladies dartreuses. » -- Page 127. Liste donnant les divers noms des plantes médicinales. 310. Recettes de pharmacie et dissertations pharmaceutiques./XVIIIe siècle. Papier. 156 feuillets de 227 sur 175 millim. et 28 feuillets de dimensions diverses dans un cartonnage de 290 sur 220 millim. Cartonné. (Pharmacie Mandel.  Monal.)
311,311,311. Répertoire de pharmacie./XVIII° siècle. Papier. 182 feuillets. 195 sur 120 millim. Cartonné. (Pharmacie Mandel. --- Monal.)
312,312,312. Registre de la Société des Amis des arts de Nancy. Première année : 1833-1834. Fol. 2. Fondation de la Société.  Fol. 4. Liste des actionnaires./XIXe siècle. Papier. 16 feuillets. 336 sur 210 millim. Cartonné.
313,313,"313. « Lettres d'un officier d'infanterie à un de ses amis au sujet du service du Roi, » par de Brégeot, lieutenant au régiment provincial de Nancy/Page 111. « Lettre à Monsieur le marquis de Ludre, colonel du régiment provincial de Nancy. »/Neuf planches dessinées à la plume et représentant des dragons en position de tir, formations tactiques, etc./XVIII° siècle. Papier. vi et 61 pages. 220 sur 170 millim. Broché. (Général Duplessis.)"
314,314,"314. Cours de rhétorique, professé par M. Alexandre./XIX° siècle. Papier. 137 feuillets. 200 sur 170 millim. Cartonné."
315,315,"315. « Intelligence de l'arithmétique, par Charles de La Charbonnière; départie en trois livres... à Toul... le vingt huictième jour du mois de février 1661. »/XVIIe- siècle. Papier. 206 feuillets. 202 sur 116 millim. Broché."
316,316,"316. Arrêts de la Cour souveraine de Lorraine, (Deux arrêts concernant les Juifs) 1733 1751.- Legs L.Wiener."
317,317,"317. Mémoires, arrêts, remontrances imprimés de la cour souveraine de Lorraine, 1750-1771 ""Contre Monsieur de la Galaizière""... 21 août 1758./""Mémoire justificatif de l'état de la province de Lorraine présenté à Sa Majesté le roi de Pologne, concernant l'impossibilité de la perception des deux vingtièmes portés par les édits de 1749 et de 1754""."
318,318,318 et 318 bis. /318 Juifs de Lorraine .Recueil de pièces avec extraits d'imprimés et notes diverses de la main de Lucien et René Wiener* Legs L.Wiener./318 bis. Augustin Digot - Michel Berr. Notice publiée dans l'Espérance - 20 Juillet 1843.- De l'état actuel et de l'avenir du Judaïsme en France. Notice publiée dans l'Espérance
319,319,319 et 319 bis. Correspondance de la famille Regnard de Gironcourt XVIIIème Don Adrien Bar bey 1904.
320,320,"320. Lettres de Madame de Zumantet, religieuse de la Visitation de Nancy, précédemment chanoinesse de Bouxières, à Mr. Regnard de Gironcourt chevalier d'honneur au Bureau des Finances de Metz, demeurant à Epinal. 1747-1786."
321,321,321. Catalogue des monnaies de la collection Larcher.
322,322,322. Notes de numismatique provenant de la collection Larcher.
323,323,323. Description des médailles romaines selon l'ordre des empereurs.T.1./Médailles consulaires et médailles des empereurs de César à Marc.Aurèle. Provenant vraisemblablement d'Iverneau.
324,324,"324. Opinion de Mr Gossin député de la province de Barrois sur l'utilité des divisions proposées par le Comité de constitution et sur l'application de ce plan aux provinces des Evéchés, de la Lorraine et du Barrois./Imprimé./Formation du département de la Meurthe et sa division en neuf districts 1789 Mss../Legs L.Wiener"
325,325,"325. Notice sur Sirejean de Reclus (ca 1729-1815) par Jean Nicolas Beaupré, ca 1870. Plaquettes imprimées oeuvres de Sirejean. Legs L.Wiener."
326,326,326. Cahiers de l'ordre réservés aux loges régulières et aux initiateurs provenant d'une loge maçonnique.
327,327,327 - 1. et 2. Catalogue de la bibliothèque de Nicolas Didier de Toul. Legs Georges Goury.
328,328,"328. Fragment sur Nancy traduit du Voyage pittoresque en France et en Allemagne, relatif à la bibliographie et aux antiquités par le rev. Père Th.Frognall Dibdin."
329,329,329. Commentaire sur la coutume de Lorraine par M. de Mahuet premier président en la Cour Souveraine de Lorraine et Barrois.(double probable du n° 68)
330,330,"330. Pierre Fourrier Chappuy. La confession d'un pêcheur. Copie de la fin du XIX. par l'abbé Modeste Demange, curé de Saulxerotte. Donné par l'abbé Edmond Renard et provenant de la collection de Monseigneur Jérome. ."
331,331,"331. Généalogie de la maison de Lorraine de Pharamond à Léopold 1. Division de l'ancienne Lorraine en Quatre Etats différents (f° 22)./Système des rois chrétiens qui ont possédé en chef le royaume de Jérusalem (f° 27). sans date. Ex-libris Dupont de Romemont,"
332,332,332. Relation des sièges de la Mothe. 1634.1643.1645 .XVIII°. Legs Louis Admé-Gaucher.
333,333,333- Recueil des faits les plus mémorables arrivés à Pont à Mousson et dans les lieux environnants depuis la fondation de cette ville jusqu'au commencement du XVIII° siècle. (Extraits de l'Histoire et notices de Dom.Calmet et de l'histoire manuscrite de l'université traduite en français du Père Abram Jésuite XVIII°)
334,334,334. Recherches historiques sur les principales seigneuries de la Lorraine. XVIII°.
335,335,335. Visite de Dom Guyton dans les abbayes de Lorraine. (partiellement publiée dans Mem.de la S .L. 1887 p.197 et sqq.par Ed.de Barthelemy). Provenant de Charles Cournault.
336,336,"336. Mémoire sur les antiquités découvertes à Soulosse,/par M. Fépoux XVIII°"
337,337,337. Glossaire Lorrain du XIX°. Provenant d'Iverneau.
338,338,338. Copies de titres et d'actes concernant la famille d'Amerval.XIX°
339,339,339. Généalogie et titres de la famille d'Amerval. XIX°
340,340,"340. Recueil d'expressions, altérations, et licences poétiques pour l'intelligence des auteurs italiens anciens et modernes. Dédié à Julie Iverneau"
341,341,341. Réfutations par Dom Calmet des critiques de Chevrier./Mss. Nicolas Gillet (cf Académie de Stanislas 1863 p.135.) Legs L.Wiener.
342,342,"342. "" Discours facétieux des hommes qui font saller leurs femmes à cause qu'elles sont trop douces"". (ce texte a été édité en 1829.)"
343,343,"343 . Guide pour l'étude des ex.libris, par l'honorable J. Leicester Warren, maître es arts. Londres 1880."
344,344,344. Constitutions et règles de l'ordre de St. Antoine. 1654
345,345,345. Etat du temporel de la paroisse N.D. de Nancy./fin XVIII° Legs L.Wiener.
346,346,346. Traités de théologie (latin et français) Leçons du Rev. Père François Duneau.1641-1642.et Nicolas Thiellement 1645 et notes diverses.
347,347,347. Molierana. Etudes sur Molière. Legs L.Wiener.
348,348,348. Cahier d'étudiant vers d'Ovide et traductions.
349,349,349 . Catalogue des personnes annoblies par les ducs de Lorraine de 1430 à 1733.(c° 1737).
350,350,"350. Recueil de copies de documents concernant la collègiale de Vaucouleurs (Meuse) En extraits ou in extenso./1308, Provenant de Chevelle."
351,351,351. Recueil de copies de documents concernant Ourches et ses seigneurs (890) Provenant de Chevelle.
352,352,"352. Plusieurs cahiers. La vaccine ou les regrets d'une mère,/Le langage des fleurs 1822/Poèmes divers. Legs Edmé.Gaucher."
353,353,"353. Recueil de documents sur Cons.la.Grandville, provenant de Léon Germain."
354,354,"354. Copies de documents relatifs à Cons, Colmey , Longuyon,/XVI-XVII. Analyses de minutes de notaires de Longwy provenant de Léon Germain."
355,355,355. Extraits d'archives de l'étude Ferry à Longwy faits par M.F.Michel.Provenant de Léon Germain.
356,356,"356. L'ermitage de Sainte Valdrée près Laneuveville devant Nancy.Mss.de Jules Renauld, publié dans Mem.5.1.1. 1874 Legs L. Wiener."
357,357,357. L'industrie papetière en Lorraine. Extraits de l'inventaire sommaire des archives de Meurthe et Moselle et notes diverses. Legs L.Wiener.
358,358,358. Notes sur l'iconographie de Saint Georges par le Commt Larguillon.Deux lettres mss. de l'auteur à 1. René Wiener.Une plaquette imprimée: la légende de Graully. Legs L.Wiener.
359,359,"359. Journal de caisse de Lapaillotte de Commercy. 1787-1826,Dans les dernières pages livre de raison de la famille Lapaillotte 1747-1822."
360,360,360. Registre des causes tenues par devant les mayeurs et justice de Marville 1629.
361,361,361. Recueil d'édits et ordonnances des ducs de Lorraine et des rois de France 1510.1680. ( vraisemblablement compilé par le prévôt d'Arches.)
362,362,"362. Registre détaillé des recettes et dépenses d'un propriétaire de la région de Bourmont, ayant une maison à Nancy.(janvier 1793-1814.)"
363,363,"363. Mémoire sur les décorations des chapitres de Lorraine/Mss. de A. Di got publié dans Mem.S.A.2. 1864. Saint Nicolas de Port et son imprimerie, Mss. Le page. Legs L. Wiener."
364,364,"364 . Pièces relatives à F.J. Mallarmé (1788-1843), avec les signatures de Louis XVI,Régnier, Barbé.Marbois, Fouché réal, de Rovigo... Legs L.Wiener."
365,365,"365 . Biographie lorraine, Table alphabétique.I846."
366,366,"366 - 1. et 2. Bibliothèque nationale. collection de Lorraine,/Mss.édité dans ""Documents sur l'Histoire de la Lorraine Vol.16.1891."
367,367,367. Notice de Lorraine par Dom Calmet avec passages de sa main./Don Léon Seillère.
368,368,368. Description de la principauté de Salm par Dom Pelletier curé de Senones. Lettre dédicace au prince de Salm.Salm Mai 1755. Don Léon Seillère.
369,369,369. Histoire de l'abbaye de Senones par Dom.Calmet.Copie du Mss. original.Don Léon Seillère.
370,370,370 - 1. et 2. Liasses de documents concernant Benestroff (Moselle) XVI° - XIX° 
371,371,"371. Titres d'une famille lorraine (Paucheron, Cueullet, Regnault de Chatillon, de Vaxoncourt.)"
