N° épi,N° travée,N° tablette,Auteur,Titre,Année,Cote,Etat,métrage ou commentaire,Carton
45,1,5,FRANCE A.,Vie de Jeanne d'Arc tome 1,,8 V 114,bon,,
45,1,5,FRANCE A.,Vie de Jeanne d'Arc tome 2,,8 V 114,bon,,
45,1,5,DE LAMARTINE,"Histoires de Jeanne d'Arc, ",,8 V 115,moyen,,
45,1,5,DE LAFLOTTE D. B.,"Sur les pas de Jeanne d'Arc, souvenirs d'un pèlerin",1909,8 V 116,bon,,
45,1,5,METGE L.,"Théatre inédit du XIXè siècle, recueil de pièces qui n'ont été représentées sur aucun théatre: Jeanne d'Arc, opéra en cinq actes",1874,8 V 117,bon,,
45,1,5,,Le 462ème anniversaire de la délivrance d'Orléans par Jeanne d'Arc,1891,8 V 118,bon,recueil d'articles,
45,1,5,DE BARANTE (baron),Histoire de Jeanne d'Arc,1859,8 V 119,bon,,
45,1,5,VALET DE VIRIVILLE,Chronique de la pucelle ou chronique de Cousinot,1859,8 V 120,bon,,
45,1,5,MICHELET J.,Jeanne d'Arc (1412 - 1431),1853,8 V 121,bon,,
45,1,4,MANTELLIER P.,Notice des collections composant le musée de Jeanne d'Arc à Orléans,1880,8 V 122,bon,,
45,1,4,FABRE J.,Procès de condamnation de Jeanne d'Arc,1884,8 V 123,bon,,
45,1,4,DE BOUTEILLER E. et DE BRAUX G.,La famille de Jeanne d'Arc,1878,8 V 124,bon,,
45,1,4,DE BOUTEILLER E. et DE BRAUX G.,Nouvelles recherches sur la famille de Jeanne d'Arc,1879,8 V 124 2,bon,,
45,1,4,HANOTAUX G.,Jeanne d'Arc,1911,8 V 125,bon,,
45,1,4,TOUCHET (Mgr),"Avant, pendant, après la béatification de Jeanne d'Arc",,8 V 126,bon,,
45,1,4,DE MALEISSYE C. (comte),Les lettres de Jeanne d'Arc et la prétendue abjuration de Saint-Ouen,1911,8 V 127,bon,,
45,1,4,DE MALEISSYE C. (comte),Les reliques de Jeanne d'Arc,1909,8 V 128,bon,,
45,1,4,MOUROT (abbé),La nationalité de Jeanne d'Arc,1896,8 V 129,bon,,
45,1,4,,"Nationalité de Jeanne d'Arc, mélanges",,8 V 130,bon,,
45,1,4,BLANCHARD P.,Histoire de France en estampes,,8 V 131,moyen,,
45,1,4,COCHARD T.,"La cause de Jeanne d'Arc, pucelle d'Orléans",1894,8 V 132,moyen,,
45,1,4,HUET E.,"Jeanne d'Arc et la musique, bibliographie musicale",1909,8 V 133,bon,,
45,1,4,DE MOLANDON B.,"Première expédition de Jeanne d'Arc, le ravitaillement d'Orléans",1874,8 V 134,bon,,
45,1,4,AYROLES J.-B.-J.,L'université de Paris au temps de Jeanne d'Arc et la cause de sa haine contre la libératrice,1902,8 V 135,moyen,,
45,1,4,ORBAY M. R.,"Jeanne d'Arc, notre Jeannette",1948,8 V 136,bon,,
45,1,4,WALLON H.,Jeanne d'Arc tome 1,1876,8 V 137 1,bon,,
45,1,4,WALLON H.,Jeanne d'Arc tome 2,1876,8 V 137 2,bon,,
45,1,4,PETIT DE JULLEVILLE L.,La bienheureuse Jeanne d'Arc,1909,8 V 138,bon,,
45,1,4,DE SAINT-LEON C. M.,"Jehanne d'Arc, miracle",1935,8 V 139,bon,,
45,1,4,DU FRESNOY L. (abbé),"Histoire de Jeanne d'Arc, dite la pucelle d'Orléans, partie 1",1775,8 V 140,bon,,
45,1,4,PIE DE LANGOGNE P.,Jeanne d'Arc devant la S. congrégation des rites,1894,8 V 141,bon,,
45,1,4,ANTONELLI COSTAGGINI G.,Vita della Beata Giovanna d'Arc,1909,8 V 142,bon,,
45,1,4,AYROLES J.-B.-J.,"La vraie Jeanne d'Arc: la pucelle devant l'église de son temps, documents nouveaux",1890,8 V 143,bon,,
45,1,4,,Le Vè centenaire de Jeanne d'Arc (1429 - 1929) (1),,8 V 144,bon,Dans boîte en carton,
45,1,4,,Domremy: la basilique du Bois Chenu (2),,,bon,,
45,1,4,BARRET R. P.,"Jeanne d'Arc, épiphanie de l'ame française, discours (3)",1915,,bon,,
45,1,4,,La merveilleuse et symbolique histoire de la bague de Jeanne d'Arc (4),,,bon,,
45,1,4,SEGAULT F.,"La nuit du sacre, poésie lue à la réunion du Cours (5)",1913,,bon,,
45,1,4,MALASSAGNE (abbé),"Sainte Jeanne d'Arc, patronne de la France (6)",1920,,bon,,
45,1,4,,Message de Sainte Jeanne d'Arc (7),1956,,bon,,
45,1,4,,Souvenir de la réunion du 21 février 1890 (8),1890,,bon,,
45,1,4,JEAN (évêque),Restauration de la chapelle de la B. Jeanne d'Arc à Vaucouleurs (9),,,bon,,
45,1,4,BATAILLE H.,"Vaucouleurs, son histoire son tour d'horizon (10)",1935,,bon,,
45,1,4,MARTIN E.,L'office de la Bienheureuse Jeanne d'Arc (11),1910,,bon,,
45,1,4,HENRY,Discours prononcé à la fête célébrée le 27 juin 1909 à la cathédrale de Nancy en l'honneur de la béatification de Jeanne d'Arc (12),1909,,bon,,
45,1,4,GAUTHEY L. (abbé),Discours en l'honneur de Jeanne d'Arc (13),1894,,bon,,
45,1,4,CAMPAUX A.,"Jeanne d'Arc et Mgr Dupanloup, visite à Domrémy (14)",1878,,bon,,
45,1,4,LECOT (abbé),Panégyrique de Jeanne d'Arc (15),1880,,moyen,,
45,1,4,,Le jeu de la pucelle (16),1936,,bon,,
45,1,4,LANERY D'ARC P.,Jeanne d'Arc et la guerre de 1914 (17),1916,,bon,,
45,1,4,LANERY D'ARC P.,Le culte de Jeanne d'Arc au XVè siècle (18),1887,,bon,,
45,1,4,COCHARD T.,"Comment ""pourtraicturer"" Jeanne d'Arc, libératrice et bienheureuse (19)",1909,,bon,,
45,1,4,SALEMBIER (abbé),"Domrémy, impressions et souvenirs (20)",1896,,bon,,
45,1,4,VATIN F.,La maison de Jeanne d'Arc à Domrémy (21),1906,,bon,,
45,1,4,CHEVELLE C.,Documents historiques sur la chatellenie de Vaucouleurs (22),1892,,bon,,
45,1,4,GUIRAUD J.,La critique en face d'un mauvais livre (1),1926,8 V 145,bon,,
45,1,4,"BERNOVILLE G., BUCAILLE V. et MARITAIN J.","D'une mauvaise critique, réponse à M. Jean Guiraud (2)",1927,,bon,,
45,1,4,,"Les souvenirs de Jeanne d'Arc à la cathédrale d'Orléans: Les verrières, l'inscription commémorative, les bannières et les cloches (3)",1898,,bon,,
45,1,4,PRUTZ H.,Die Briefe Jeanne d'Arcs (4),1914,,bon,,
45,1,4,DIDRON E.,Le concours des vitraux de Jeanne d'Arc pour la cathédrale d'Orléans (5),1894,,bon,,
45,1,4,VERGHETTI B.,Hymni et inscriptions in laudem Ioannae Arcensis Virg (6),1909,,bon,,
45,1,4,DESNOYERS,L'iconographie de Jeanne d'Arc (7),1891,,bon,,
45,1,4,,"Catalogue d'une jolie collection de livres sur Jeanne d'Arc, la Lorraine et le pays messin (8)",1888,,bon,,
45,1,4,,"Livres anciens et modernes relatifs à Jeanne d'Arc et au siège d'Orléans, en 1429 (9)",1875,,moyen,,
45,1,4,TURINAZ (Mgr),"La seconde apparition de Jeanne d'Arc, discours prononcé dans la cathédrale d'Orléans (10)",1909,,bon,,
45,1,4,TURINAZ (Mgr),L'uvre des prières et des tombes militaires et de l'achèvement de la basilique de Jeanne d'Arc à Domrémy (11),1892,,bon,,
45,1,4,TURINAZ (Mgr),"La très Sainte Vierge Jeanne d'Arc et la France, discours prononcé devant la grotte de Lourdes (12)",1888,,bon,,
45,1,4,DE CHABANNES A. (comtesse),La vénérable Jeanne d'Arc dédiée à la jeunesse chrétienne (13),,,bon,,
45,1,4,JULIEN (Mgr),"Sainte Jeanne d'Arc, le chemin de croix, discours prononcé en l'église du Gesu (14)",1920,,bon,,
45,1,4,MALASSAGNE (abbé),Panégyrique à Jeanne d'Arc (15),1921,,bon,,
45,1,4,E.G. F.,Jeanne d'Arc a-t-elle existé? A-t-elle été brulée? (16),1866,,bon,,
45,1,4,,Mélanges (17),,,bon,,
45,1,4,PERNOT F.-A.,"Jeanne d'Arc, champenoise et non pas lorraine, mémoire lu au congrès scientifique de France (18)",1852,,moyen,,
45,1,4,LOMBARD A.,Jeanne d'Arc (19),1882,,bon,,
45,1,4,PAROCCHI L.-M. (cardinal),Le surnaturel dans la véritable Jeanne d'Arc (20),1895,,bon,,
45,1,4,MARMOTTIN (Mgr),Panégyrique de Ste Jeanne d'Arc (21),1933,,bon,,
45,1,4,CHESNELONG,"Jeanne d'Arc et la vocation chrétienne de la France, conférence faite à Nancy (22)",1894,,bon,,
45,1,4,AYROLES J.-B.-J.,La Bienheureuse Pucelle peut-elle être invoquée comme martyre? (23),1909,,bon,,
45,1,4,LEPICIER (cardinal),Légat du Pape aux fêtes de Sainte Jeanne d'Arc (24),1929,,bon,,
45,1,4,PLANUS (abbé),Allocutions et discours (25),1895,,bon,,
45,1,4,,Mélanges: Jeanne d'Arc - fête nationale (26),,,bon,,
45,1,4,WALLON H.,"Discours sur le contre-projet de MM. Le Royer, Demole, Ranc, etc. (27)",1894,,bon,,
45,1,4,DU LIS C.,Opuscules historiques relatifs à Jeanne d'Arc dite la pucelle d'Orléans,1856,8 V 146,bon,,
45,1,4,,Mémorial du Vè centenaire de la réhabilitation de Jeanne d'Arc (1456 - 1956),1958,8 V 147,bon,,
45,1,4,MOUCHARD A.,"Les fêtes de la béatification de Jeanne d'Arc, Rome - Orléans - La France",1909,8 V 148,bon,,
45,1,4,CHOUSSY J.-E.,Vie de Jeanne d'Arc,1900,8 V 149,bon,,
45,1,4,GEORGES E. (abbé),Jeanne d'Arc considérée au point de vue franco-champenois,1894,8 V 150,bon,,
45,1,4,BELON M.-J. et BALME F.,"Jean Bréhal, grand inquisiteur de France et la réhabilitation de Jeanne d'Arc",1893,8 V 151,bon,,
45,1,4,CANET V.,Jeanne d'Arc et sa mission nationale,1892,8 V 152,bon,,
45,1,4,DE L'AVERDY,Procès de Jeanne d'Arc,,8 V 153,moyen,,
45,1,4,GUILLERMIN J. (abbé),Choix de panégyriques et plans de discours des plus célèbres orateurs contemporains en l'honneur de la vénérable Jeanne d'Arc,1895,8 V 154,bon,,
45,1,4,MOUROT V. (abbé),Jeanne d'Arc en face de l'église romaine et de la révolution,1886,8 V 155,bon,,
45,1,4,LAMY M.,"Jeanne d'Arc, histoire vraie et genèse d'un mythe",1987,8 V 156,bon,,
45,1,4,CLAUDEL P.,Jeanne d'Arc au bucher,1939,8 V 157,bon,,
45,1,4,PERNOUD R.,"Vie et mort de Jeanne d'Arc, les témoignages du procès de réhabilitation 1450 - 1456",1953,8 V 158,bon,,
45,1,4,LE ROLLAND-RENOIR E.,Pourquoi Jeanne d'Arc?,1999,8 V 159,bon,,
45,1,4,GREIF J.-J.,Jeanne Darc,1999,8 V 160,bon,,
45,1,4,MAROT P.,Le pays de Jeanne d'Arc,1951,8 V 161,moyen,,
45,2,6,,Bulletin de la société des amis du vieux chinon: Numéro commémorant le 550è anniversaire de la mission de Jeanne d'Arc,1979,Non côté,bon,,
45,2,6,BRENTANO F. F.,"Jeanne d'Arc, chef de guerre",1943,Non côté,bon,,
45,2,6,MOUROT V. (abbé),"Jeanne d'Arc, modèle des vertues chrétiennes tome 1",1887,Non côté,bon,,
45,2,6,MOUROT V. (abbé),"Jeanne d'Arc, modèle des vertues chrétiennes tome 2",1887,Non côté,bon,,
45,2,6,SEPET M.,"La bienheureuse Jeanne d'Arc, son vrai caractère",1909,Non côté,bon,,
45,2,6,LAMBERT R. P. J. M.,La mission de Jeanne d'Arc et la mission des jeunes,1910,Non côté,bon,,
45,2,6,ANIZAN E. (abbé),La bienheureuse Jeanne d'Arc,,Non côté,bon,,
45,2,6,COUBE S. (abbé),L'âme de Jeanne d'Arc,1910,Non côté,bon,,
45,2,6,,Bulletin de la société historique de Compiègne tome 26,1979,Non côté,bon,,
45,2,6,,"Souvenirs de la prise de Jeanne d'Arc, excursion d'un officier russe, avec 20 vues photographiques",,Non côté,moyen,,
45,2,6,,Congrès archéologique de France 93ème session tenue à Orléans,1931,Non côté,bon,,
45,2,6,WYNDHAM T. R. F.,L'héroïsme de la bienheureuse Jeanne d'Arc,1914,Non côté,bon,,
45,2,6,,Avec Jehanne au Pays Lorrain,,Non côté,bon,,
45,2,6,,"Jeanne d'Arc à Rouen, du monument expiatoire que lui doit notre ville",1866,Non côté,moyen,,
45,2,6,MESTRE J.-B.,Compiègne et Jeanne d'Arc,1930,Non côté,bon,,
45,2,6,ALBISER M.,Guide illustré de la plaine des Vosges tome 3: le pays de Jeanne,1979,Non côté,bon,,
45,2,6,DELETTRE (abbé),Histoire du diocèse de Beauvais tome 1,,Non côté,bon,,
45,2,6,DELETTRE (abbé),Histoire du diocèse de Beauvais tome 2,,Non côté,bon,,
45,2,6,DELETTRE (abbé),Histoire du diocèse de Beauvais tome 3,,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1955,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1969,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1969,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1969,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1970,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1970,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1970,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1970,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1971,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1971,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1971,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1971,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1972,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1972,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1972,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1972,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1973,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1973,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1973,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1973,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1974,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1974,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1974,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1974,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1975,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1975,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1975,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1975,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1976,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1976,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1976,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1977,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1977,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1977,Non côté,bon,,
45,2,6,,Message de Sainte Jeanne d'Arc,1977,Non côté,bon,,
45,2,6,PONTHIER F.,"Rouen, ou le bûcher de lumière",1976,Non côté,bon,,
45,2,6,FELIX J.,Comptes rendus des échevins de Rouen,1890,Non côté,bon,,
45,2,6,HERVAL R.,Histoire de Rouen tome 1: des origines à la fin du quinzième siècle,1947,Non côté,bon,,
45,2,6,BENAUT L.-A.,Histoire populaire de Compiègne et de son arrondissement,1890,Non côté,bon,,
45,2,6,,"Essais historiques sur la ville de Reims, par un de ses habitants",1823,Non côté,moyen,,
45,2,6,ALLARD F.,Une ville du Nivernais: La charité,1905,Non côté,bon,,
45,2,6,ESCOUBE F.,"Mehun-sur-Yèvre, cité historique: des origines à 1914",,Non côté,bon,,
45,2,6,COULLAUD H.,"Orléans: ville de Jeanne d'Arc, cité des roses",,Non côté,bon,,
45,2,6,BRUN P. M. (Mgr),La cathédrale Sainte-Croix d'Orléans,,Non côté,bon,,
45,2,6,DEZ G.,Histoire de Poitiers,1969,Non côté,bon,,
45,2,6,,La parole est à Jeanne d'Arc,1878,Non côté,bon,,
45,2,6,LEROY O.,Sainte Jeanne d'Arc: les voix,1956,Non côté,bon,,
45,2,6,LEFEVRE-PONTALIS,Les sources allemandes de l'histoire de Jeanne d'Arc: Eberhard Windecke,1903,Non côté,bon,,
45,2,6,HEBERT M.,Jeanne d'Arc a-t-elle été abjuré?,1914,Non côté,bon,,
45,2,6,DE LA MARCHE L.,Le culte de Jeanne d'Arc jusqu'à nos jours et sa canonisation projetée,1889,Non côté,bon,,
45,2,6,MONNOYEUR J.-B.,Sainte Jeanne d'Arc héraut de la royauté du Christ,1931,Non côté,bon,,
45,2,6,DE BOISMARMIN C.,Les traits du Christ dans la vie de Jeanne d'Arc,1894,Non côté,bon,,
45,2,6,RENAUDIN P. et REYRE V.,Le message de Jeanne d'Arc,1931,Non côté,bon,,
45,2,6,,La jeune fille à l'école de Jeanne d'Arc,1898,Non côté,bon,,
45,2,6,MALASSAGNE (abbé),"Jeanne d'Arc, miracle de Dieu",1910,Non côté,bon,,
45,2,6,MARTIN A.,"Le pays barrois, géographie et histoire",1912,Non côté,bon,,
45,2,6,,"Mémoire de la société des Lettres, Sciences et Arts de Bar-le-duc et du musée de géographie tome 47",1928,Non côté,moyen,,
45,2,6,DE LANGLE DE CARY M.,"Jehanne, fille de Dieu",1937,Non côté,bon,,
45,2,6,THEROL J.,L'évangile de Jeanne d'Arc,1957,Non côté,bon,,
45,2,6,DEBOUT H. (Mgr),Les meilleures lectures spirituelles sur Sainte Jeanne d'Arc,1923,Non côté,bon,,
45,2,6,THEROL J.,"L'épée de Dieu, Sainte Jeanne d'Arc",1960,Non côté,bon,,
45,2,6,THEROL J.,"L'épée de Dieu, Sainte Jeanne d'Arc",1960,Non côté,bon,,
45,2,6,DELASSUS H. (Mgr),La mission posthume de la bienheureuse Jeanne d'Arc et le règne social de Notre Seigneur Jésus-Christ,1913,Non côté,moyen,,
45,2,6,FUMET S.,Sainte Jeanne d'Arc,1929,Non côté,bon,,
45,2,6,LEBRUN P. A.,"Sainte Jeanne d'Arc, vierge chrétienne",1943,Non côté,bon,,
45,2,6,CHARPENTIER J.,"La lumière intérieure chez Jeanne d'Arc, fille de France",1937,Non côté,bon,,
45,2,6,THOMAS E.,Jeanne d'Arc,1947,Non côté,bon,,
45,2,6,HENRY J.,La science historique: Jeanne la Lorraine est-elle vraiment lorraine?,1956,Non côté,bon,,
45,2,6,GAUROY C.,Jeanne d'Arc champenoise,1946,Non côté,bon,,
45,2,6,GAUROY C.,Jeanne d'Arc champenoise,1946,Non côté,bon,,
45,2,6,BADEL E.,Jeanne d'Arc est lorraine,1895,Non côté,bon,,
45,2,6,MISSET E.,"Jeanne d'Arc champenoise, première réponse à l'abbé Hote",1895,Non côté,,,
45,2,6,MISSET E.,"Jeanne d'Arc champenoise, deuxième réponse à l'abbé Hote",1895,Non côté,bon,,
45,2,6,MISSET E.,"Jeanne d'Arc champenoise, réponse à sa grandeur MonseigneurTurinaz",1899,Non côté,bon,,
45,2,6,MISSET E.,"Jeanne d'Arc champenoise, réponse M. Ch. Petit-Dutaillis",1898,Non côté,bon,,
45,2,6,MISSET E.,"Jeanne d'Arc champenoise, la nationalité de Jeanne d'Arc et celle de Saint Pierre Fourier",1898,Non côté,bon,,
45,2,6,MESTRE J.-B.,Compiègne et Jeanne d'Arc,1930,Non côté,bon,,
45,2,6,SAVE G.,"Jehanne des armoises, pucelle d'Orléans",1893,Non côté,bon,,
45,2,6,SAVE G.,"Jehanne des armoises, pucelle d'Orléans",1893,Non côté,bon,,
45,2,6,VINCENT H.,La maison des armoises,1877,Non côté,moyen,,
45,2,6,GUILLERMIN J. (abbé),Choix de panégyriques et plans de discours des plus célèbres orateurs contemporains en l'honneur de la vénérable Jeanne d'Arc,1895,Non côté,bon,,
45,2,6,LEMERLE (abbé),"Soixante-cinq panégyriques de la Bienheureuse Jeanne d'Arc, bibliographie analytque",1909,Non côté,moyen,,
45,2,6,LEMERLE (abbé),"Soixante-cinq panégyriques de la Bienheureuse Jeanne d'Arc, bibliographie analytque",1909,Non côté,moyen,,
45,2,6,LALLIER (Mgr),"Panégyrique de Sainte Jeanne d'Arc, prononcé à la cathédrale d'Orléans",1950,Non côté,bon,Dans boîte en carton,
45,2,6,ATTON (Mgr),"Panégyrique de Sainte Jeanne d'Arc, prononcé en la cathédrale Sainte-Croix d'Orléans",1965,Non côté,bon,,
45,2,6,AUDOUIN (Chanoine),"Jeanne d'Arc, le plus émouvant film d'histoire, panégyrique de Sainte Jeanne d'Arc",,Non côté,bon,,
45,2,6,BAUDRILLART A. (Mgr),"Jeanne, l'honneur du peuple français, panégyrique de Sainte Jeanne d'Arc",1923,Non côté,bon,,
45,2,6,BAUNART (abbé),"Jeanne d'Arc et la délivrance d'Orléans, discours prononcé dans la cathédrale d'Orléans",1868,Non côté,bon,,
45,2,6,BESSON (Mgr),"La leçon de Sainte Jeanne d'Arc, discours prononcé dans la cathédrale d'Orléans",1934,Non côté,bon,,
45,2,6,BLANCHET (Mgr),Panégyrique de Jeanne d'Arc,1943,Non côté,bon,,
45,2,6,BOUGAUD E. (abbé),Panégyrique de Jeanne d'Arc,1865,Non côté,bon,,
45,2,6,CHAPON (Mgr),"Discours prononcé dans la cathédrale d'Orléans, à l'inauguration du triduum célébré en l'honneur de la Bienheureuse Jeanne d'Arc",1909,Non côté,bon,,
45,2,6,COULET R. P.,Panégyrique prononcé à la cathédrale Sainte-Croix d'Orléans,1938,Non côté,bon,,
45,2,6,DOUAIS (Mgr),"Jeanne d'Arc, drame personnel, drame nationale, drame humain, panégyrique prononcé dans la cathédrale d'Orléans",1905,Non côté,bon,,
45,2,6,ENARD S. G. (Mgr),"La pucelle d'Orléans, panégyrique de Jeanne d'Arc",1906,Non côté,bon,,
45,2,6,FILLON (Mgr),"Sainte Jeanne d'Arc, messagère de paix, ouvrière d'union, panégyrique prononcé dans la cathédrale d'Orléans",1931,Non côté,bon,,
45,2,6,FREPPEL (abbé),"Panégyrique de Jeanne d'Arc, prononcé dans la cathédrale d'Orléans",1860,Non côté,bon,,
45,2,6,GERMAIN (abbé),"Panégyrique de Jeanne d'Arc, prononcé dans la cathédrale d'Orléans",1882,Non côté,bon,,
45,2,6,GIBIER (Mgr),"Jeanne d'Arc, messagère de l'espérance, panégyrique de Sainte Jeanne d'Arc",1924,Non côté,bon,,
45,2,6,GINISTY S. G. (Mgr),"Jeanne d'Arc et la France de la grande guerre, panégyrique de la bienheureuse Jeanne d'Arc",1918,Non côté,bon,,
45,2,6,"GINISTY S. G. (Mgr), TISSIER S. G. (Mgr) et DU BOIS DE LA VILLERABEL S. G. (Mgr)","Jeanne d'Arc, 1429 - 1929, trois panégyriques de la Sainte prononcés dans la cathédrale d'Orléans",1929,Non côté,bon,,
45,2,6,GENTE (Mgr),"Jeanne la victorieuse, panégyrique",1936,Non côté,bon,,
45,2,6,MAS R. P.,Revue des conférences populaires: Jeanne d'Arc,1891,Non côté,bon,,
45,2,6,CHAPON (abbé),Panégyrique de Jeanne d'Arc,1884,Non côté,bon,,
45,2,6,XAVIER (Mgr),"Lettre pastorale et mandement de Monseigneur l'archevêque d'Aix, Arles et Embrun sur la vénérable Jeanne d'Arc",1894,Non côté,bon,,
45,2,6,JANVIER E.,"La force d'âme en Jeanne d'Arc, panygérique prononcé à la cathédrale de Poitiers",1909,Non côté,bon,,
45,2,6,IZART S. G. (Mgr),"L'ostensoir de Dieu, panygérique de la Bienheureuse Jeanne d'Arc",1911,Non côté,bon,,
45,2,6,DICARD G.,La vie surnaturelle en Jeanne d'Arc,1912,Non côté,bon,,
45,2,6,PADE T. R. P.,"Jeanne d'Arc, héroïne de la patrie, panégyrique prononcé à la cathédrale d'Orléans",1935,Non côté,bon,,
45,2,6,ROUQUETTE G. (abbé),"Le patriotisme et le surnaturel, panégyrique de Jeanne d'Arc",1878,Non côté,bon,,
45,2,6,PLANUS (abbé),"Jeanne d'Arc et la foi populaire, panégyrique prononcé dans la cathédrale d'Orléans",1881,Non côté,bon,,
45,2,6,MORISSET E. (abbé),"Eloge de Jeanne d'Arc, prononcé dans l'Eglise cathédrale d'Orléans",1829,Non côté,moyen,,
45,2,6,MOUSSARON (Mgr),"508è anniversaire de la délivrance d'Orléans par Sainte Jeanne d'Arc, panégyrique prononcé à la cathédrale Sainte-Croix d'Orléans",1937,Non côté,bon,,
45,2,6,MARMOTTIN (Mgr),Panégyrique de Ste Jeanne d'Arc,1933,Non côté,bon,,
45,2,6,SALIEGE J.-G.,"Jeanne d'Arc, panégyrique de la Sainte prononcé en l'église Cathédrale d'Orléans",1928,Non côté,bon,,
45,2,6,MERMILLOD G. (abbé),Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1863,Non côté,bon,,
45,2,6,VALLEE P.,"Jeanne d'Arc, discours prononcé dans l'église du Crotoy",1894,Non côté,bon,,
45,2,6,TOUCHET (Mgr),"La mission de la vénérable Jeanne d'Arc, panégyrique prononcé dans la cathédrale d'Orléans",1896,Non côté,bon,,
45,2,6,RICHAUD (Mgr),"510è anniversaire de la délivrance d'Orléans par Sainte Jeanne d'Arc, panégyrique prononcé à la cathédrale Sainte-Croix d'Orléans",1939,Non côté,bon,,
45,2,6,DU VAUROUX S. (Mgr),Benoît XV et Jeanne d'Arc,1921,Non côté,bon,,
