id,epi,travee,tablette,auteur,titre,annee,cote,tome,etat,metrage_ou_commentaire,carton
354,45,1,5,GILLIS (Mgr),Panégyrique de Jeanne d'Arc,1857,8 V 84,,bon,,
355,,58,,GILLIS,Panégyrique de Jeanne d'Arc,1858,8 V 84,,bon,,107
356,45,1,5,GRANCHER (abbé),"Ceffonds, lieu d'origine de Jacques d'Arc (1)",1895,8 V 85,,bon,Dans pochette cartonnée,
358,45,1,5,MILLOT (abbé),Histoire de France: Charles VII et Jeanne d'Arc (2),1777,8 V 86,,bon,Dans pochette cartonnée,
360,45,1,5,THEVET A.,Jeanne d'Arc (1),1890,8 V 87,,bon,Dans pochette cartonnée,
364,45,1,5,,Jeanne d'Arc - sa béatification,,8 V 89,,bon,,
366,45,1,6,MORVAN L.,"Jeanne d'Arc: sa mission, sa vie, sa mort",1883,8 V 9,,bon,,
367,,58,,MORVAN L.,"Jeanne d'Arc, sa Mission, sa vie, sa mort",1883,8 V 9,,bon,,106
368,45,1,5,TURINAZ (Mgr),"Jeanne d'Arc, discours prononcé par Msg Turinaz (1)",1890,8 V 90,,bon,Dans pochette cartonnée,
370,45,1,5,GUILLEMIN A.,"Jeanne d'Arc, poème en douze chants",1844,8 V 91,,bon,,
371,,58,,GUILLEMIN A.,"Jeanne d'Arc, poème en douze chants",1844,8 V 91,,bon,,107
372,45,1,5,MOUGENOT L.,"Jeanne d'Arc, le duc de Lorraine et le sire de Baudricourt",1895,8 V 92,,bon,,
373,,58,,MOUGENOT,Jeanne d'Arc,1895,8 V 92,,bon,,107
376,45,1,5,,Statues de Jeanne d'Arc érigées en France et à l'étranger,,8 V 94,,bon,,
380,45,1,5,RENARD,Jeanne d'Arc était-elle française? Réponse au mémoire de M. Henri Lepage²,1852,8 V 96,,bon,,
382,45,1,5,DE LUCHET,"Dissertation sur Jeanne d'Arc, vulgairement nommée la pucelle d'Orléans",1776,8 V 97,,bon,,
384,45,1,5,LEMAIRE H.,"Vie de Jeanne d'Arc, surnommée la pucelle d'Orléans",1818,8 V 98,,bon,,
386,45,1,5,DUPONT L.,Les trois statues de Jeanne d'Arc,1855,8 V 99,,bon,,
387,,58,,DUPONT L.,Kes trois statues de Jeanne d'Arc,1855,8 V 99,,bon,,107
388,,58,,DE BOUTEILLER E. et DE BRAUX G.,"La famille de Jeanne d'Arc, tome II",1879,9 V 124,,bon,,108
389,45,1,6,BADEL E.,Les fêtes de Jeanne d'Arc à Saint-Nicolas de Port (2),1929,Non côté,,bon,,
392,45,1,6,DESNOYERS,Les armes du siège de 1428 (3),,Non côté,,bon,,
393,45,1,6,VERGNAUD-ROMAGNESI C.-F.,Mémoire et documents curieux inédits sur les anciens et sur les nouveaux monuments élevés à la mémoire de Jeanne d'Arc (4),,Non côté,,bon,,
396,45,1,6,VERGNAUD-ROMAGNESI C.-F.,Description d'une ancienne bannière de la ville d'Orléans appelée bannière de Jeanne d'Arc (7),1857,Non côté,,bon,,
397,45,1,6,R. B.,Origine du puceau (8),1879,Non côté,,bon,,
398,45,1,6,POTTIER A.,Extrait du rapport présenté au nom d'une commission chargée d'examiner diverses questions relatives à Jeanne d'Arc et principalement celle d'un monument à élever en son honneur (9),1865,Non côté,,bon,,
399,45,1,6,,Qu'est devenue la statue de Jeanne d'Arc du sculpteur Préault ? (10),1892,Non côté,,bon,,
400,45,1,6,,Un monument en l'honneur de Jeanne d'Arc (11),1888,Non côté,,bon,,
401,45,1,6,VERGNAUD-ROMAGNESI C.-F.,Tapisserie de Jeanne d'Arc du musée d'Orléans (12),1859,Non côté,,bon,,
402,45,1,6,COCHARD T.,Cathédrale d'Orléans: inscription commémorative de Jeanne d'Arc (13),1895,Non côté,,bon,,
403,45,1,6,,La nouvelle revue: Jeanne d'Arc à Nancy (extrait) (14),1890,Non côté,,bon,,
404,45,1,6,AUBE R.,La Normandie littéraire: la bannière de Jeanne d'Arc (extrait) (15),1888,Non côté,,bon,,
405,45,1,6,,Livre d'or de la bannière de Jeanne d'Arc (16),1894,Non côté,,bon,,
406,45,1,6,AURELIEN,La nouvelle bannière de Jeanne d'Arc (17),1894,Non côté,,bon,,
407,45,1,6,JARRY E.,La maison de Jeanne d'Arc à Orléans (18),1904,Non côté,,bon,,
408,45,1,6,,Recueil d'articles sur différents monuments sur Jeanne d'Arc (19),1888,Non côté,,bon,,
409,45,1,6,COCHARD T. (abbé),Existe-t-il des reliques de Jeanne d'Arc (20),1891,Non côté,,bon,,
410,45,1,6,FANTON R.,Les cendres de Jeanne d'Arc (21),1891,Non côté,,bon,,
411,45,1,6,,Une idée originale (22),1891,Non côté,,bon,,
412,45,1,6,,Jeanne d'Arc (recueil) (23),1897,Non côté,,bon,,
413,45,2,6,,Bulletin de la société des amis du vieux chinon: Numéro commémorant le 550è anniversaire de la mission de Jeanne d'Arc,1979,Non côté,,bon,,
414,45,2,6,BRENTANO F. F.,"Jeanne d'Arc, chef de guerre",1943,Non côté,,bon,,
415,45,2,6,MOUROT V. (abbé),"Jeanne d'Arc, modèle des vertues chrétiennes tome 1",1887,Non côté,,bon,,
416,45,2,6,MOUROT V. (abbé),"Jeanne d'Arc, modèle des vertues chrétiennes tome 2",1887,Non côté,,bon,,
417,45,2,6,SEPET M.,"La bienheureuse Jeanne d'Arc, son vrai caractère",1909,Non côté,,bon,,
418,45,2,6,LAMBERT R. P. J. M.,La mission de Jeanne d'Arc et la mission des jeunes,1910,Non côté,,bon,,
419,45,2,6,ANIZAN E. (abbé),La bienheureuse Jeanne d'Arc,,Non côté,,bon,,
420,45,2,6,COUBE S. (abbé),L'âme de Jeanne d'Arc,1910,Non côté,,bon,,
421,45,2,6,,Bulletin de la société historique de Compiègne tome 26,1979,Non côté,,bon,,
423,45,2,6,,Congrès archéologique de France 93ème session tenue à Orléans,1931,Non côté,,bon,,
424,45,2,6,WYNDHAM T. R. F.,L'héroïsme de la bienheureuse Jeanne d'Arc,1914,Non côté,,bon,,
425,45,2,6,,Avec Jehanne au Pays Lorrain,,Non côté,,bon,,
427,45,2,6,MESTRE J.-B.,Compiègne et Jeanne d'Arc,1930,Non côté,,bon,,
428,45,2,6,ALBISER M.,Guide illustré de la plaine des Vosges tome 3: le pays de Jeanne,1979,Non côté,,bon,,
429,45,2,6,DELETTRE (abbé),Histoire du diocèse de Beauvais tome 1,,Non côté,,bon,,
430,45,2,6,DELETTRE (abbé),Histoire du diocèse de Beauvais tome 2,,Non côté,,bon,,
431,45,2,6,DELETTRE (abbé),Histoire du diocèse de Beauvais tome 3,,Non côté,,bon,,
432,45,2,6,,Message de Sainte Jeanne d'Arc,1955,Non côté,,bon,,
433,45,2,6,,Message de Sainte Jeanne d'Arc,1969,Non côté,,bon,,
434,45,2,6,,Message de Sainte Jeanne d'Arc,1969,Non côté,,bon,,
435,45,2,6,,Message de Sainte Jeanne d'Arc,1969,Non côté,,bon,,
436,45,2,6,,Message de Sainte Jeanne d'Arc,1970,Non côté,,bon,,
437,45,2,6,,Message de Sainte Jeanne d'Arc,1970,Non côté,,bon,,
438,45,2,6,,Message de Sainte Jeanne d'Arc,1970,Non côté,,bon,,
439,45,2,6,,Message de Sainte Jeanne d'Arc,1970,Non côté,,bon,,
440,45,2,6,,Message de Sainte Jeanne d'Arc,1971,Non côté,,bon,,
441,45,2,6,,Message de Sainte Jeanne d'Arc,1971,Non côté,,bon,,
442,45,2,6,,Message de Sainte Jeanne d'Arc,1971,Non côté,,bon,,
443,45,2,6,,Message de Sainte Jeanne d'Arc,1971,Non côté,,bon,,
444,45,2,6,,Message de Sainte Jeanne d'Arc,1972,Non côté,,bon,,
445,45,2,6,,Message de Sainte Jeanne d'Arc,1972,Non côté,,bon,,
446,45,2,6,,Message de Sainte Jeanne d'Arc,1972,Non côté,,bon,,
447,45,2,6,,Message de Sainte Jeanne d'Arc,1972,Non côté,,bon,,
448,45,2,6,,Message de Sainte Jeanne d'Arc,1973,Non côté,,bon,,
449,45,2,6,,Message de Sainte Jeanne d'Arc,1973,Non côté,,bon,,
450,45,2,6,,Message de Sainte Jeanne d'Arc,1973,Non côté,,bon,,
451,45,2,6,,Message de Sainte Jeanne d'Arc,1973,Non côté,,bon,,
452,45,2,6,,Message de Sainte Jeanne d'Arc,1974,Non côté,,bon,,
453,45,2,6,,Message de Sainte Jeanne d'Arc,1974,Non côté,,bon,,
454,45,2,6,,Message de Sainte Jeanne d'Arc,1974,Non côté,,bon,,
455,45,2,6,,Message de Sainte Jeanne d'Arc,1974,Non côté,,bon,,
456,45,2,6,,Message de Sainte Jeanne d'Arc,1975,Non côté,,bon,,
457,45,2,6,,Message de Sainte Jeanne d'Arc,1975,Non côté,,bon,,
458,45,2,6,,Message de Sainte Jeanne d'Arc,1975,Non côté,,bon,,
459,45,2,6,,Message de Sainte Jeanne d'Arc,1975,Non côté,,bon,,
460,45,2,6,,Message de Sainte Jeanne d'Arc,1976,Non côté,,bon,,
461,45,2,6,,Message de Sainte Jeanne d'Arc,1976,Non côté,,bon,,
462,45,2,6,,Message de Sainte Jeanne d'Arc,1976,Non côté,,bon,,
463,45,2,6,,Message de Sainte Jeanne d'Arc,1977,Non côté,,bon,,
464,45,2,6,,Message de Sainte Jeanne d'Arc,1977,Non côté,,bon,,
465,45,2,6,,Message de Sainte Jeanne d'Arc,1977,Non côté,,bon,,
466,45,2,6,,Message de Sainte Jeanne d'Arc,1977,Non côté,,bon,,
467,45,2,6,PONTHIER F.,"Rouen, ou le bûcher de lumière",1976,Non côté,,bon,,
468,45,2,6,FELIX J.,Comptes rendus des échevins de Rouen,1890,Non côté,,bon,,
469,45,2,6,HERVAL R.,Histoire de Rouen tome 1: des origines à la fin du quinzième siècle,1947,Non côté,,bon,,
470,45,2,6,BENAUT L.-A.,Histoire populaire de Compiègne et de son arrondissement,1890,Non côté,,bon,,
472,45,2,6,ALLARD F.,Une ville du Nivernais: La charité,1905,Non côté,,bon,,
473,45,2,6,ESCOUBE F.,"Mehun-sur-Yèvre, cité historique: des origines à 1914",,Non côté,,bon,,
474,45,2,6,COULLAUD H.,"Orléans: ville de Jeanne d'Arc, cité des roses",,Non côté,,bon,,
475,45,2,6,BRUN P. M. (Mgr),La cathédrale Sainte-Croix d'Orléans,,Non côté,,bon,,
476,45,2,6,DEZ G.,Histoire de Poitiers,1969,Non côté,,bon,,
477,45,2,6,,La parole est à Jeanne d'Arc,1878,Non côté,,bon,,
478,45,2,6,LEROY O.,Sainte Jeanne d'Arc: les voix,1956,Non côté,,bon,,
479,45,2,6,LEFEVRE-PONTALIS,Les sources allemandes de l'histoire de Jeanne d'Arc: Eberhard Windecke,1903,Non côté,,bon,,
480,45,2,6,HEBERT M.,Jeanne d'Arc a-t-elle été abjuré?,1914,Non côté,,bon,,
481,45,2,6,DE LA MARCHE L.,Le culte de Jeanne d'Arc jusqu'à nos jours et sa canonisation projetée,1889,Non côté,,bon,,
482,45,2,6,MONNOYEUR J.-B.,Sainte Jeanne d'Arc héraut de la royauté du Christ,1931,Non côté,,bon,,
483,45,2,6,DE BOISMARMIN C.,Les traits du Christ dans la vie de Jeanne d'Arc,1894,Non côté,,bon,,
484,45,2,6,RENAUDIN P. et REYRE V.,Le message de Jeanne d'Arc,1931,Non côté,,bon,,
485,45,2,6,,La jeune fille à l'école de Jeanne d'Arc,1898,Non côté,,bon,,
486,45,2,6,MALASSAGNE (abbé),"Jeanne d'Arc, miracle de Dieu",1910,Non côté,,bon,,
487,45,2,6,MARTIN A.,"Le pays barrois, géographie et histoire",1912,Non côté,,bon,,
489,45,2,6,DE LANGLE DE CARY M.,"Jehanne, fille de Dieu",1937,Non côté,,bon,,
490,45,2,6,THEROL J.,L'évangile de Jeanne d'Arc,1957,Non côté,,bon,,
491,45,2,6,DEBOUT H. (Mgr),Les meilleures lectures spirituelles sur Sainte Jeanne d'Arc,1923,Non côté,,bon,,
492,45,2,6,THEROL J.,"L'épée de Dieu, Sainte Jeanne d'Arc",1960,Non côté,,bon,,
493,45,2,6,THEROL J.,"L'épée de Dieu, Sainte Jeanne d'Arc",1960,Non côté,,bon,,
495,45,2,6,FUMET S.,Sainte Jeanne d'Arc,1929,Non côté,,bon,,
496,45,2,6,LEBRUN P. A.,"Sainte Jeanne d'Arc, vierge chrétienne",1943,Non côté,,bon,,
497,45,2,6,CHARPENTIER J.,"La lumière intérieure chez Jeanne d'Arc, fille de France",1937,Non côté,,bon,,
498,45,2,6,THOMAS E.,Jeanne d'Arc,1947,Non côté,,bon,,
499,45,2,6,HENRY J.,La science historique: Jeanne la Lorraine est-elle vraiment lorraine?,1956,Non côté,,bon,,
500,45,2,6,GAUROY C.,Jeanne d'Arc champenoise,1946,Non côté,,bon,,
501,45,2,6,GAUROY C.,Jeanne d'Arc champenoise,1946,Non côté,,bon,,
502,45,2,6,BADEL E.,Jeanne d'Arc est lorraine,1895,Non côté,,bon,,
504,45,2,6,MISSET E.,"Jeanne d'Arc champenoise, deuxième réponse à l'abbé Hote",1895,Non côté,,bon,,
505,45,2,6,MISSET E.,"Jeanne d'Arc champenoise, réponse à sa grandeur MonseigneurTurinaz",1899,Non côté,,bon,,
506,45,2,6,MISSET E.,"Jeanne d'Arc champenoise, réponse M. Ch. Petit-Dutaillis",1898,Non côté,,bon,,
507,45,2,6,MISSET E.,"Jeanne d'Arc champenoise, la nationalité de Jeanne d'Arc et celle de Saint Pierre Fourier",1898,Non côté,,bon,,
508,45,2,6,MESTRE J.-B.,Compiègne et Jeanne d'Arc,1930,Non côté,,bon,,
509,45,2,6,SAVE G.,"Jehanne des armoises, pucelle d'Orléans",1893,Non côté,,bon,,
510,45,2,6,SAVE G.,"Jehanne des armoises, pucelle d'Orléans",1893,Non côté,,bon,,
512,45,2,6,GUILLERMIN J. (abbé),Choix de panégyriques et plans de discours des plus célèbres orateurs contemporains en l'honneur de la vénérable Jeanne d'Arc,1895,Non côté,,bon,,
515,45,2,6,LALLIER (Mgr),"Panégyrique de Sainte Jeanne d'Arc, prononcé à la cathédrale d'Orléans",1950,Non côté,,bon,Dans boîte en carton,
516,45,2,6,ATTON (Mgr),"Panégyrique de Sainte Jeanne d'Arc, prononcé en la cathédrale Sainte-Croix d'Orléans",1965,Non côté,,bon,,
517,45,2,6,AUDOUIN (Chanoine),"Jeanne d'Arc, le plus émouvant film d'histoire, panégyrique de Sainte Jeanne d'Arc",,Non côté,,bon,,
518,45,2,6,BAUDRILLART A. (Mgr),"Jeanne, l'honneur du peuple français, panégyrique de Sainte Jeanne d'Arc",1923,Non côté,,bon,,
519,45,2,6,BAUNART (abbé),"Jeanne d'Arc et la délivrance d'Orléans, discours prononcé dans la cathédrale d'Orléans",1868,Non côté,,bon,,
520,45,2,6,BESSON (Mgr),"La leçon de Sainte Jeanne d'Arc, discours prononcé dans la cathédrale d'Orléans",1934,Non côté,,bon,,
521,45,2,6,BLANCHET (Mgr),Panégyrique de Jeanne d'Arc,1943,Non côté,,bon,,
522,45,2,6,BOUGAUD E. (abbé),Panégyrique de Jeanne d'Arc,1865,Non côté,,bon,,
523,45,2,6,CHAPON (Mgr),"Discours prononcé dans la cathédrale d'Orléans, à l'inauguration du triduum célébré en l'honneur de la Bienheureuse Jeanne d'Arc",1909,Non côté,,bon,,
524,45,2,6,COULET R. P.,Panégyrique prononcé à la cathédrale Sainte-Croix d'Orléans,1938,Non côté,,bon,,
525,45,2,6,DOUAIS (Mgr),"Jeanne d'Arc, drame personnel, drame nationale, drame humain, panégyrique prononcé dans la cathédrale d'Orléans",1905,Non côté,,bon,,
526,45,2,6,ENARD S. G. (Mgr),"La pucelle d'Orléans, panégyrique de Jeanne d'Arc",1906,Non côté,,bon,,
527,45,2,6,FILLON (Mgr),"Sainte Jeanne d'Arc, messagère de paix, ouvrière d'union, panégyrique prononcé dans la cathédrale d'Orléans",1931,Non côté,,bon,,
528,45,2,6,FREPPEL (abbé),"Panégyrique de Jeanne d'Arc, prononcé dans la cathédrale d'Orléans",1860,Non côté,,bon,,
529,45,2,6,GERMAIN (abbé),"Panégyrique de Jeanne d'Arc, prononcé dans la cathédrale d'Orléans",1882,Non côté,,bon,,
530,45,2,6,GIBIER (Mgr),"Jeanne d'Arc, messagère de l'espérance, panégyrique de Sainte Jeanne d'Arc",1924,Non côté,,bon,,
531,45,2,6,GINISTY S. G. (Mgr),"Jeanne d'Arc et la France de la grande guerre, panégyrique de la bienheureuse Jeanne d'Arc",1918,Non côté,,bon,,
532,45,2,6,"GINISTY S. G. (Mgr), TISSIER S. G. (Mgr) et DU BOIS DE LA VILLERABEL S. G. (Mgr)","Jeanne d'Arc, 1429 - 1929, trois panégyriques de la Sainte prononcés dans la cathédrale d'Orléans",1929,Non côté,,bon,,
533,45,2,6,GENTE (Mgr),"Jeanne la victorieuse, panégyrique",1936,Non côté,,bon,,
534,45,2,6,MAS R. P.,Revue des conférences populaires: Jeanne d'Arc,1891,Non côté,,bon,,
535,45,2,6,CHAPON (abbé),Panégyrique de Jeanne d'Arc,1884,Non côté,,bon,,
536,45,2,6,XAVIER (Mgr),"Lettre pastorale et mandement de Monseigneur l'archevêque d'Aix, Arles et Embrun sur la vénérable Jeanne d'Arc",1894,Non côté,,bon,,
537,45,2,6,JANVIER E.,"La force d'âme en Jeanne d'Arc, panygérique prononcé à la cathédrale de Poitiers",1909,Non côté,,bon,,
538,45,2,6,IZART S. G. (Mgr),"L'ostensoir de Dieu, panygérique de la Bienheureuse Jeanne d'Arc",1911,Non côté,,bon,,
539,45,2,6,DICARD G.,La vie surnaturelle en Jeanne d'Arc,1912,Non côté,,bon,,
540,45,2,6,PADE T. R. P.,"Jeanne d'Arc, héroïne de la patrie, panégyrique prononcé à la cathédrale d'Orléans",1935,Non côté,,bon,,
541,45,2,6,ROUQUETTE G. (abbé),"Le patriotisme et le surnaturel, panégyrique de Jeanne d'Arc",1878,Non côté,,bon,,
542,45,2,6,PLANUS (abbé),"Jeanne d'Arc et la foi populaire, panégyrique prononcé dans la cathédrale d'Orléans",1881,Non côté,,bon,,
544,45,2,6,MOUSSARON (Mgr),"508è anniversaire de la délivrance d'Orléans par Sainte Jeanne d'Arc, panégyrique prononcé à la cathédrale Sainte-Croix d'Orléans",1937,Non côté,,bon,,
545,45,2,6,MARMOTTIN (Mgr),Panégyrique de Ste Jeanne d'Arc,1933,Non côté,,bon,,
546,45,2,6,SALIEGE J.-G.,"Jeanne d'Arc, panégyrique de la Sainte prononcé en l'église Cathédrale d'Orléans",1928,Non côté,,bon,,
547,45,2,6,MERMILLOD G. (abbé),Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans,1863,Non côté,,bon,,
548,45,2,6,VALLEE P.,"Jeanne d'Arc, discours prononcé dans l'église du Crotoy",1894,Non côté,,bon,,
549,45,2,6,TOUCHET (Mgr),"La mission de la vénérable Jeanne d'Arc, panégyrique prononcé dans la cathédrale d'Orléans",1896,Non côté,,bon,,
550,45,2,6,RICHAUD (Mgr),"510è anniversaire de la délivrance d'Orléans par Sainte Jeanne d'Arc, panégyrique prononcé à la cathédrale Sainte-Croix d'Orléans",1939,Non côté,,bon,,
551,45,2,6,DU VAUROUX S. (Mgr),Benoît XV et Jeanne d'Arc,1921,Non côté,,bon,,
552,45,2,6,BOULEY,Discours prononcé à la cathédrale d'Orléans aux fêtes du 520è anniversaire de la délivrance d'Orléans par Sainte Jeanne d'Arc,1949,Non côté,,bon,,
553,45,2,6,LECOEUR (Mgr),"Jeanne d'Arc, rédemptrice de la France",1922,Non côté,,bon,,
554,45,2,6,LEGER P.-E. (Cardinal),Panégyrique de Sainte Jeanne d'Arc,1958,Non côté,,bon,,
555,45,2,6,LEMANN J. (abbé),"Jeanne d'Arc, restauratrice de l'unité française, panégyrique prononcé dans la cathédrale d'Orléans",1891,Non côté,,bon,,
556,45,2,6,LEFEBVRE-DIBON P.,"Sainte Jeanne d'Arc, son patriotisme et son esprit de paix",1931,Non côté,,bon,,
557,45,2,6,HENRY,Discours prononcé à la fête célébrée le 27 juin 1909 à la cathédrale de Nancy en l'honneur de la béatification de Jeanne d'Arc,1909,Non côté,,bon,,
558,45,2,6,TURINAZ (Mgr),"La très Sainte Vierge Jeanne d'Arc et la France, discours prononcé devant la grotte de Lourdes",1888,Non côté,,bon,,
559,45,2,6,TURINAZ (Mgr),L'uvre des prières et des tombes militaires et de l'achèvement de la basilique de Jeanne d'Arc à Domrémy,1892,Non côté,,bon,,
560,45,2,6,TURINAZ (Mgr),"La seconde apparition de Jeanne d'Arc, discours prononcé dans la cathédrale d'Orléans",1909,Non côté,,bon,,
561,45,2,6,TURINAZ (Mgr),"Jeanne d'Arc et le monument national de Domrémy, discours prononcé à l'occasion du pèlerinage national de Domrémy",1890,Non côté,,bon,,
562,45,2,6,TURINAZ (Mgr),"La très Sainte Vierge Jeanne d'Arc et la France, discours prononcé devant la grotte de Lourdes",1888,Non côté,,bon,,
563,45,2,6,MARCHAL P.,"Fêtes de Chateaurenard (Bouches-du-Rhône), en l'honneur de Jeanne d'Arc",1894,Non côté,,bon,,
564,45,2,6,MOURICHON J.,"Un évêque collaborateur au XVè siècle ""Pierre Cauchon""",,Non côté,,bon,,
565,45,2,6,COSTES J. C.,"Jeanne d'Arc, miracle de bravoure",1915,Non côté,,bon,,
566,45,2,6,FANTON R.,Les cendres de Jeanne d'Arc,1891,Non côté,,bon,,
567,45,2,6,,Les verrières de Jeanne d'Arc à la cathédrale d'Orléans,1897,Non côté,,bon,,
568,45,2,6,TOUCHET (Mgr),"Inauguration des verrières de Jeanne d'Arc, allocution prononcée dans la basilique de Sainte-Croix",1897,Non côté,,bon,,
569,45,2,6,L. M.,Un songe ou la nouvelle Jeanne d'Arc,1849,Non côté,,bon,,
571,45,2,6,BERNET (abbé),Panégyrique de Jeanne d'Arc prononcé dans l'église cathédrale d'Orléans,1817,Non côté,,bon,,
572,45,2,6,LEMANN J. (abbé),"Jeanne d'Arc, récompense des croisades",1887,Non côté,,bon,,
573,45,2,6,,"Ce que dit la ""Jeanne d'Arc"" dans sa gloire, discours prononcé dans la cathédrale de Rouen",1920,Non côté,,bon,,
574,45,2,6,LENOBLE (abbé),"Jeanne d'Arc à Jargeau, panégyrique de l'héroïne prononcé dans l'église paroissiale de Jargeau",1898,Non côté,,bon,,
575,45,2,6,AUDOUIN (Chanoine),"Jeanne d'Arc, le plus émouvant film d'histoire, panégyrique de Sainte Jeanne d'Arc",,Non côté,,bon,,
576,45,2,6,STEIN H.,Panégyrique de Jeanne d'Arc prononcé dans l'église Sainte-Croix d'Orléans,1887,Non côté,,bon,,
577,45,2,6,GUYON C. et DELAVENNE M.,De Domrémy à Tokyo: Jeanne d'Arc et la Lorraine,2013,Non côté,,bon,,
578,45,2,5,SOILOT P.,"Jeanne d'Arc, martyre nationale, victime des prêtres, suivie de l'histoire d'un curieux procès de sorcellerie",1913,Non côté,,bon,,
579,45,2,5,GRANDEAU Y.,"Jeanne insultée, procès en diffamation",1973,Non côté,,bon,,
580,45,2,5,MARTIN M.-M.,Présence de Jeanne d'Arc,1951,Non côté,,bon,,
581,45,2,5,VILLIERS A.,"Jeanne d'Arc, miracle en 18 tableaux",1938,Non côté,,bon,,
582,45,2,5,D'ORLIAC J.,"Yolande d'Anjou, la reine des quatre royaumes",1933,Non côté,,bon,,
583,45,2,5,LEON-MARTIN L.,"Dunois, le bâtard d'Orléans",1943,Non côté,,bon,,
584,45,2,5,DE MEROUVILLE M. C.,Le beau Dounois et son temps,1960,Non côté,,bon,,
585,45,2,5,BATAILLE G.,Le procès de Gilles de Rais,1972,Non côté,,bon,,
586,45,2,5,ROUSSEAU F.,"La hire de gascogne, Etienne Vignoles (1380 - 1443)",1968,Non côté,,bon,,
589,45,2,5,VALE M. G. A.,Charles VII,1974,Non côté,,bon,,
591,45,2,5,DE MARSY (comte),"La fausse Jeanne d'Arc, claude des armoises: du degré de confiance à accorder aux découvertes de Jérome Vignier",1890,Non côté,,bon,,
593,45,2,5,SYMPTOR R.,Jeanne d'Arc n'a jamais existé,1909,Non côté,,bon,photocopie,
594,45,2,5,MAROT P.,"Jeanne la bonne lorraine à Domrémy: la marche de la Haute-Meuse, la mission de Jeanne d'Arc, souvenir et culte de l'héroïne dans son Pays",1980,Non côté,,bon,,
595,45,2,5,DU FRESNE DE BEAUCOURT G.,Histoire de Charles VII tome 1: Le Dauphin 1403 - 1422,1881,Non côté,,bon,,
596,45,2,5,DU FRESNE DE BEAUCOURT G.,Histoire de Charles VII tome 2: Le roi de Bourges 1422 - 1435,1882,Non côté,,bon,,
597,45,2,5,DU FRESNE DE BEAUCOURT G.,Histoire de Charles VII tome 3: Le réveil du roi 1435 - 1444,1885,Non côté,,bon,,
598,45,2,5,DU FRESNE DE BEAUCOURT G.,Histoire de Charles VII tome 4: L'expansion de la royauté 1444 - 1449,1888,Non côté,,bon,,
599,45,2,5,DU FRESNE DE BEAUCOURT G.,Histoire de Charles VII tome 5: Le roi victorieux 1449 - 1453,1890,Non côté,,bon,,
600,45,2,5,DU FRESNE DE BEAUCOURT G.,Histoire de Charles VII tome 6: La fin du règne,1891,Non côté,,bon,,
601,45,2,5,VALLET DE VIRIVILLE,"Histoire de Charles VII, roi de France, et son époque 1403 - 1461, tome 1",1862,Non côté,,bon,,
602,45,2,5,VALLET DE VIRIVILLE,"Histoire de Charles VII, roi de France, et son époque 1403 - 1461, tome 2: 1429 - 1444",1863,Non côté,,bon,,
603,45,2,5,VALLET DE VIRIVILLE,"Histoire de Charles VII, roi de France, et son époque 1403 - 1461, tome 3: 1444 - 1461",1865,Non côté,,bon,,
604,45,2,5,DE COUGNY G.,Chinon et ses environs,1977,Non côté,,bon,,
605,45,2,5,HAT E.,Histoire de la ville de Loches,1977,Non côté,,bon,,
606,45,2,5,CHOISY G.,Deux opinions étrangères sur notre Jeanne d'Arc,1912,Non côté,,bon,,
607,45,2,5,BERNARDIN L.,Jeanne d'Arc,1900,Non côté,,bon,,
608,45,2,5,PEYRONNET G.,"L'ambiente religioso della ""Missione"" di Giovana d'Arco",1981,Non côté,,bon,,
609,45,2,5,,La voix de Jeanne d'Arc n°12,1897,Non côté,,bon,,
610,45,2,5,,Le monument de Mgr Dupanloup dans la cathédrale d'Orléans,1888,Non côté,,bon,,
611,45,2,5,GAUROY (abbé),Sainte Jeanne d'Arc à Chalons,1929,Non côté,,bon,,
612,45,2,5,DIGOT A.,Essai sur l'histoire de la commune de Neufchateau,1847,Non côté,,bon,,
