id,cote,tome,type,auteur,titre,couverture,langue,edition,datation,contenu,etat,notes,emplacement
70,4 Z 5,8,Manuscrit imprimé,"Jean Albert, comte de Clairon d'Haussonville","Mémoire pour Charles Jérome, comte de Raigecourt, contre les héritiers de Charles Bernrad, comte d'Hassonville.",Papier cartonné,Français,"Nancy, Louis Beaurain",26 janvier 1757,"Mémoire pour Charles Jérome, comte de Raigecourt, contre les héritiers de Charles Bernrad, comte d'Hassonville.",Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
71,4 Z 5,9,Manuscrit imprimé,Me de Thomerot,"Factum pour Ferdinand, marquis de Trestondant contre Charles Ignace, comte de Nettancourt.",Papier cartonné,Français,"Nancy, Jean-Baptiste Cusson",,"Factum pour Ferdinand, marquis de Trestondant contre Charles Ignace, comte de Nettancourt.",Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
72,4 Z 5,10,Manuscrit imprimé,M. Reboucher,Salvations pour Charles Ignace de Nettancourt contre Dame Eléonor de Thompassin.,Papier cartonné,Français,,"Thursday, September 01, 1904",Salvations pour Charles Ignace de Nettancourt contre Dame Eléonor de Thompassin.,Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
73,4 Z 5,11,Manuscrit imprimé,Me Pothouin,Mémoire pour le marquis d'Heudicourt contre le marquis de Lénoncourt.,Papier cartonné,Français,"Saint-Mihiel, Duval",20 novembre 1751,Mémoire pour le marquis d'Heudicourt contre le marquis de Lénoncourt.,Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
74,4 Z 5,12,Manuscrit imprimé,Jacquemin,"Précis pour Me Charles, syndic des créanciers du sieur D'heudicourt de Lenoncourt contre Goeuri Sublet.",Papier cartonné,Français,"Nancy, Pierre Antoine",10 août 1754,"Précis pour Me Charles, syndic des créanciers du sieur D'heudicourt de Lenoncourt contre Goeuri Sublet.",Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
75,4 Z 5,13,Manuscrit imprimé,,Mémoire pour Joseph Michel Nicolas Sublet contre Alexandre d'Adhémar de Monteuil de Brunier.,Papier cartonné,Français,"Nancy, H. Haener",24 novembre 1772,Mémoire pour Joseph Michel Nicolas Sublet contre Alexandre d'Adhémar de Monteuil de Brunier.,Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
76,4 Z 5,14,Manuscrit imprimé,Collenel,Mémoire pour les chanoines et chapitre de Sainte-Croix de Pont à Mousson contre le sieur abbé d'Heudicourt de Lenoncourt.,Papier cartonné,Français,"Nancy, Veuve Leclerc",24 avril 1776,Mémoire pour les chanoines et chapitre de Sainte-Croix de Pont à Mousson contre le sieur abbé d'Heudicourt de Lenoncourt.,Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
77,4 Z 5,15,Manuscrit imprimé,Abbé de Bonneville,"Mémoire pour Joseph Michel Nicolas Sublet, comte d'Heudicourt de Lenoncourt contre les chanoines de la collégiale de Sainte-Croix de Pont à Mousson et Charles Michon.",Papier cartonné,Français,"Nancy, Thomas",4 juin 1778,"Mémoire pour Joseph Michel Nicolas Sublet, comte d'Heudicourt de Lenoncourt contre les chanoines de la collégiale de Sainte-Croix de Pont à Mousson et Charles Michon.",Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
78,4 Z 5,16,Manuscrit imprimé,M. Maury,Mémoire pour le marquis d'Heudicourt de Lenoncourt contre les comte de Marsane et marquis d'Adhémar.,Papier cartonné,Français,"Nancy, Veuve Charlot",4 avril 1785,Mémoire pour le marquis d'Heudicourt de Lenoncourt contre les comte de Marsane et marquis d'Adhémar.,Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
79,4 Z 5,17,Manuscrit imprimé,M. Regnier,Précis pour les comte de Marsonne et marquis d'Adhémar contre le marquis d'Heudicourt de Lenoncourt et la marquise d'Heudicourt.,Papier cartonné,Français,"Nancy, P. Barbier",26 avril 1785,Précis pour les comte de Marsonne et marquis d'Adhémar contre le marquis d'Heudicourt de Lenoncourt et la marquise d'Heudicourt.,Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
80,4 Z 5,18,Manuscrit imprimé,M. Chevrier,"Factum pour nicolas Charles Anne, comte de Bressey contre Louis, marquis de Beaureau.",Papier cartonné,Français,,"Sunday, September 11, 1904","Factum pour nicolas Charles Anne, comte de Bressey contre Louis, marquis de Beaureau.",Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
81,4 Z 5,19,Manuscrit imprimé,M. Reboucher,"Factum pour Jean Claude François, comte de Raigecourt contre Nicolas Charles Anne, comte de Bressey.",Papier cartonné,Français,,,"Factum pour Jean Claude François, comte de Raigecourt contre Nicolas Charles Anne, comte de Bressey.",Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
82,4 Z 5,20,Manuscrit imprimé,M. Liebaut,"Précis de la cause de Charles François, comte de Montrichier contre Nicolas Charles Anne, comte de Bressey. ",Papier cartonné,Français,,,"Précis de la cause de Charles François, comte de Montrichier contre Nicolas Charles Anne, comte de Bressey. ",Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
83,4 Z 5,21 à 22,Manuscrit imprimé,Brulliot,"Mémoire pour Louis Antoine, comte de Lenoncourt contre les prieurs et religieux de l'abbaye de S. Mihiel.",Marron,Français,"Nancy, Pierre Antoine",,"Mémoire pour Louis Antoine, comte de Lenoncourt contre les prieurs et religieux de l'abbaye de S. Mihiel.",Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
84,4 Z 5,23,Manuscrit imprimé,M. Thibault,Précis pour l'abbé de Lenoncourt contre les Bénédictins de Saint-Mihiel.,Papier cartonné,Français,"Nancy, Pierre Antoine",8 juillet 1734,Précis pour l'abbé de Lenoncourt contre les Bénédictins de Saint-Mihiel.,Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
85,4 Z 5,24 à 25,Manuscrit imprimé,Brulliot,"A son altesse royale, Madame Regente, supplient les religieux de l'abbaye de Saint-Mihiel contre Louis Antoine de Lenoncourt.",Papier cartonné,Français,"Nancy, Pierre Antoine",11 mai 1734,"A son altesse royale, Madame Regente, supplient les religieux de l'abbaye de Saint-Mihiel contre Louis Antoine de Lenoncourt.",Correct,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
86,4 Z 5,26,Manuscrit imprimé,,"Factum pour Louis Antoine de Lenoncourt contre dom Gabriel Maillot, religieux de Saint-Mihiel.",Papier cartonné,Français,,"Tuesday, September 06, 1904","Factum pour Louis Antoine de Lenoncourt contre dom Gabriel Maillot, religieux de Saint-Mihiel.",Incomplet,"Factum 4 Z 5 ""1706-1771. Heudicourt de Lenoncourt, Raigecourt, Bressey""",Archives départementales
87,4 Z 6,1,Manuscrit imprimé,Jacquemin,Précis pour le comte de Peindray contre le sieur de Thomassin du Chamoy.,Papier cartonné,Français,"Nancy, Pierre Antoine",11 janvier 1772,Précis pour le comte de Peindray contre le sieur de Thomassin du Chamoy.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
88,4 Z 6,2,Manuscrit imprimé,M. Riston,Mémoire pour le sieur Poinsignon contre le sieur de Peindray.,Papier cartonné,Français,"Nancy, J. Haener",26 janvier 1772,Mémoire pour le sieur Poinsignon contre le sieur de Peindray.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
89,4 Z 6,3,Manuscrit imprimé,M. Simonin,Addition au mémoire de Gaspard Poisignon contre le sieur de Peindray.,Papier cartonné,Français,"Nancy, J. Haener",10 février 1772,Addition au mémoire de Gaspard Poisignon contre le sieur de Peindray.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
90,4 Z 6,4,Manuscrit imprimé,Lejeune,"Eclaircissemens dans l'affaire des sieurs Poinsignon et de Thomassin, contre François Clostain, se disant comte de Peindray.",Papier cartonné,Français,,13 avril 1772,"Eclaircissemens dans l'affaire des sieurs Poinsignon et de Thomassin, contre François Clostain, se disant comte de Peindray.",Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
91,4 Z 6,5,Manuscrit imprimé,Lejeune,Réponse du comte de Peindray à un mémoire du sieur Poinsignon intitulé: Eclaircissemens.,Papier cartonné,Français,"Nancy, Pierre Antoine",3 mai 1772,Réponse du comte de Peindray à un mémoire du sieur Poinsignon intitulé: Eclaircissemens.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
92,4 Z 6,6,Manuscrit imprimé,M. Simonin,Précis pour Louis de Thomassin contre le sieur de Peindray.,Papier cartonné,Français,"Nancy, Pierre Antoine",10 mai 1772,Précis pour Louis de Thomassin contre le sieur de Peindray.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
93,4 Z 6,7,Manuscrit imprimé,Me de Sacy,"Mémoire pour Charles de Lenoncourt, chevalier marquis de Blainville contre Jean Tallerand de Périgord, prince de Chalais.",Papier cartonné,Français,Veuve Moreau,,"Mémoire pour Charles de Lenoncourt, chevalier marquis de Blainville contre Jean Tallerand de Périgord, prince de Chalais.",Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
94,4 Z 6,8,Manuscrit imprimé,,Factum pour François de Roncourt contre Charles François du Moulin.,Papier cartonné,Français,,,Factum pour François de Roncourt contre Charles François du Moulin.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
95,4 Z 6,9,Manuscrit imprimé,M. Pierre-Dieudonné Drouville,Factum pour Charles François Dumoulin contre François de Roncourt.,Papier cartonné,Français,,,Factum pour Charles François Dumoulin contre François de Roncourt.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
96,4 Z 6,10,Manuscrit imprimé,,"A son altesse royale, supplie François Notta de la Tour contre les sieurs Nicolas Hiacinthe Didier, père et fils.",Papier cartonné,Français,"Nancy, Pierre Antoine",,"A son altesse royale, supplie François Notta de la Tour contre les sieurs Nicolas Hiacinthe Didier, père et fils.",Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
97,4 Z 6,11,Manuscrit imprimé,,"A noseigneurs du conseil des finances de son altesse royale, supplie Jean Baptiste Thierry.",Papier cartonné,Français,,,"A noseigneurs du conseil des finances de son altesse royale, supplie Jean Baptiste Thierry.",Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
98,4 Z 6,12,Manuscrit imprimé,Henry,Précis pour Marie Eléonore d'Oglethorpe de Roche servant de réfutation aux prétendus moyens de cassation de M. Léopold Clément.,Papier cartonné,Français,"Nancy, H. Haener",,Précis pour Marie Eléonore d'Oglethorpe de Roche servant de réfutation aux prétendus moyens de cassation de M. Léopold Clément.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
99,4 Z 6,13,Manuscrit imprimé,,Plaidoyer pour Henry Mengin contre Nicolas François Huyn.,Papier cartonné,Français,"Nancy, Pierre Antoine",,Plaidoyer pour Henry Mengin contre Nicolas François Huyn.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
100,4 Z 6,14,Manuscrit imprimé,Me Didier,Mémoire servant de réponse pour Nicolas François Huyn contre Henry Mengin.,Papier cartonné,Français,Abel-Denys Cusson,,Mémoire servant de réponse pour Nicolas François Huyn contre Henry Mengin.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
101,4 Z 6,15,Manuscrit imprimé,M. Thibaut,Précis de la difficulté d'entre les marquis de Fussey contre le comte de Fiquémont.,Papier cartonné,Français,,,Précis de la difficulté d'entre les marquis de Fussey contre le comte de Fiquémont.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
102,4 Z 6,16,Manuscrit imprimé,M. Thibaut,Précis des deffenses et des moyens d'opposition de M. le baron le Begue contre le marquis de Gerbéviller.,Papier cartonné,Français,"Nancy, Jean-Baptiste Cusson",,Précis des deffenses et des moyens d'opposition de M. le baron le Begue contre le marquis de Gerbéviller.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
103,4 Z 6,17,Manuscrit imprimé,,"A son altesse royale, supplie Anne Joseph, comte de Tornielle contre Laurent Affrican Henart et Nicolas François, marquis de Lambertye.",Papier cartonné,Français,,,"A son altesse royale, supplie Anne Joseph, comte de Tornielle contre Laurent Affrican Henart et Nicolas François, marquis de Lambertye.",Incomplet,"Factum 4 Z 6 ""1709-1772""",Archives départementales
104,4 Z 6,18,Manuscrit imprimé,M. Thibaut,Supplique du marquis de Gerbeviller contre le sieur Henart.,Rose,Français,"Nancy, Jean-Baptiste Cusson",,Supplique du marquis de Gerbeviller contre le sieur Henart.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
105,4 Z 6,19,Manuscrit imprimé,,"Mémoire pour Pierre Louis Joseph, comte des Armoises contre Jean François Paul, comte des Armoises.",Papier cartonné,Français,,,"Mémoire pour Pierre Louis Joseph, comte des Armoises contre Jean François Paul, comte des Armoises.",Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
106,4 Z 6,20,Manuscrit imprimé,Le comte de Desarmoises de Commercy,"A son altesse royale, Pierre Louis Joseph Chevalier, comte Dessarmoises.",Papier cartonné,Français,,,"A son altesse royale, Pierre Louis Joseph Chevalier, comte Dessarmoises.",Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
107,n.c.,,Manuscrit imprimé,Le comte de Desarmoises de Commercy,"Supplique du comte Desarmoises seigneur de Commercy, pour la part de Sarrbruche.",Marron,Français,,,"Supplique du comte Desarmoises seigneur de Commercy, pour la part de Sarrbruche.",Double correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
108,4 Z 6,21,Manuscrit imprimé,M. de Gondrecourt,Factum pour Henry Palatin de Dio contre Gabriel de Myon et François de Salles.,Papier cartonné,Français,"Nancy, Jean-Baptiste Cusson",,Factum pour Henry Palatin de Dio contre Gabriel de Myon et François de Salles.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
109,4 Z 6,22,Manuscrit imprimé,M. Rouot,Factum pour François Desalles contre Henry Palatin de Dio et Gabriel Mion.,Papier cartonné,Français,"Nancy, Pierre Antoine","Sunday, September 18, 1904",Factum pour François Desalles contre Henry Palatin de Dio et Gabriel Mion.,Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
110,4 Z 6,23,Manuscrit imprimé,Mathias Albert,"Copie de la requeste présentée au roy. René marquis du chatelet, Jacques, comte de Lutzlbourg contre le sieur Claude de Saint-Simon.",Papier cartonné,Français,"Nancy, Veuve Knapen",,"Copie de la requeste présentée au roy. René marquis du chatelet, Jacques, comte de Lutzlbourg contre le sieur Claude de Saint-Simon.",Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
111,4 Z 6,24,Manuscrit imprimé,M. Francain,"Mémoire Signifié pour René, marquis du chatelet contre le sieur Claude de Saint-Simon, évêque de Metz.",Papier cartonné,Français,"Nancy, Veuve Knapen","Wednesday, October 05, 1904","Mémoire Signifié pour René, marquis du chatelet contre le sieur Claude de Saint-Simon, évêque de Metz.",Correct,"Factum 4 Z 6 ""1709-1772""",Archives départementales
112,4 Z 7,1,Manuscrit imprimé,,Précis de l'instance d'entre les religieux de l'abbaye de Beaupré contre les officiers de l'hôtel de ville de Lunéville.,Papier cartonné,Français,"Nancy, Jean-Baptiste Cusson",XVIIIe siècle.,Précis de l'instance d'entre les religieux de l'abbaye de Beaupré contre les officiers de l'hôtel de ville de Lunéville.,Correct,"Factum 4 Z 7 ""1713-1761""",Archives départementales
113,4 Z 7,2,Manuscrit imprimé,,Mémoire pour les pères jésuites du collège de Pont à Mousson contre les habitants et communauté d'Apremont.,Papier cartonné,Français,,"Thursday, September 08, 1904",Mémoire pour les pères jésuites du collège de Pont à Mousson contre les habitants et communauté d'Apremont.,Correct,"Factum 4 Z 7 ""1713-1761""",Archives départementales
114,4 Z 7,3,Manuscrit imprimé,Me Dubois,Réponse pour les supérieurs et religieuses de la visitation de Pont à mousson au mémoire produit par les chanoines réguliers de l'ordre de Prémontré.,Papier cartonné,Français,"Nancy, H. Haener","Tuesday, October 25, 1904",Réponse pour les supérieurs et religieuses de la visitation de Pont à mousson au mémoire produit par les chanoines réguliers de l'ordre de Prémontré.,Correct,"Factum 4 Z 7 ""1713-1761""",Archives départementales
115,4 Z 7,4,Manuscrit imprimé,M. de Marcol,Mémoire pour les prieurs et chanoines réguliers de l'odre de Prémontrés en l'abbaye de Sainte-Marie Majeure de Pont à Mousson contre les supérieure et religieuses de la visitation de la même ville.,Papier cartonné,Français,"Nancy, Pierre Antoine","Monday, October 24, 1904",Mémoire pour les prieurs et chanoines réguliers de l'odre de Prémontrés en l'abbaye de Saainte-Marie Majeure de Pont à Mousson contre les supérieure et religieuses de la visitation de la même ville.,Correct,"Factum 4 Z 7 ""1713-1761""",Archives départementales
116,4 Z 7,5,Manuscrit imprimé,Abbé Dubois de Riocourt,"Réfutation pour les Grand-Doyen, chanoines et chapitre de l'insigne élgise de Saint Diey contre les vicaires perpétuels de Saint-Diey.",Papier cartonné,Français,"nancy, Leseure","Thursday, September 29, 1904","réfutation pour les Grand-Doyen, chanoines et chapitre de l'insigne élgise de Saint Diey contre les vicaires perpétuels de Saint-Diey.",Correct,"Factum 4 Z 7 ""1713-1761""",Archives départementales
117,4 Z 7,6 à 9,Manuscrit imprimé,M. de Sarazin,"Factum, Mémoire pour les habitants de Saint Nicolas de Port contre les religieux du même lieu.",Marron,Français,,,"Facrum, Mémoire pour les habitants de Saint Nicolas de Port contre les religieux du même lieu.",Correct,"Factum 4 Z 7 ""1713-1761""",Archives départementales
118,4 Z 7,10,Manuscrit imprimé,Cardinalis Oliverius,"Mémoire pour dame Petit-Didier veuve de Renne, contre les religieux de Senone.",Marron,Français,"Nancy, François Midon","Wednesday, September 21, 1904","Mémoire pour dame Petit-Didier veuve de Renne, contre les religieux de Senone.",Correct,"Factum 4 Z 7 ""1713-1761""",Archives départementales
