id,epi,travee,tablette,cote,ordre,lieu,format,auteur,titre,annee,tome,etat,commentaire
219,18,71,3,4 C 47,,,in-8,DES GODINS DE SOUHESMES Gaston,Etude sur la criminalité en Lorraine d'après les lettres de rémission (1473-1737),1903,,bon,
220,1,5,1,4 C 48,,,in-4,anonyme,France pittoresque,s.d.,,bon,
221,1,5,1,4 C 49,,,in-4,anonyme,France pittoresque,s.d.,,bon,
222,1,5,1,4 C 50,,,in-4,anonyme,Description topographique et statistique de la France,s.d.,,bon,
223,1,5,1,4 C 51,,,in-4,anonyme,La France illustrée,s.d.,,moyen,
224,1,5,1,4 C 52,,,in-4,anonyme,Charte du cours de la Moselle,s.d.,,bon,
225,1,5,1,4 C 52,,,in-4,anonyme,Charte du cours de la Moselle,s.d.,,bon,
226,1,5,1,4 C 53,,,in-4,"PIERRE, P.",Notice & carte agronomiques de la commune de Granges-de-Plombières,1930,,bon,
227,1,5,1,4 C 53,,,in-4,"PIERRE, P.",Notice & carte agronomiques de la commune de Granges-de-Plombières,1930,,bon,
228,1,5,1,4 C 54,,,in-4,anonyme,"XXI. Armeekorps, garnisonpläne",1913,,bon,
229,1,5,1,4 C 54,,,in-4,anonyme,"XV. Armee-corps, garnison-pläne",1912,,bon,
230,1,5,1,4 C 54,,,in-4,anonyme,"XIV. Armee-corps, garnison-pläne",s.d.,,bon,
231,1,5,1,4 C 54,,,in-4,anonyme,"XXI. Armeekorps, garnisonpläne",1913,,bon,
232,1,5,1,4 C 54,,,in-4,anonyme,"XV. Armee-corps, garnison-pläne",1912,,bon,
233,1,5,1,4 C 54,,,in-fol.,anonyme,"XIV. Armee-corps, garnison-pläne",s.d.,,bon,
234,1,5,1,4 C 55,,,in-fol.,"CHAISE, de la ","Sites et monuments, la Lorraine",937,,bon,
235,1,5,1,4 C 55,,,in-fol.,"CHAISE, de la ","Sites et monuments, la Lorraine",937,,bon,
236,1,5,1,4 C 57,,,in-fol.,"LEPAGE, Henri",Les archives de Nancy (tome second),1865,,bon,
237,1,5,1,4 C 57,,,in-fol.,"LEPAGE, Henri",Les archives de Nancy (tome premier),1865,,bon,
238,1,5,1,4 C 57,,,in-fol.,"LEPAGE, Henri",Les archives de Nancy (tome second),1865,,bon,
239,1,5,1,4 C 57,,,in-4,"LEPAGE, Henri",Les archives de Nancy (tome premier),1865,,bon,
240,1,5,1,4 C 58,,,in-4,,[reliure de documents] Exposition J. Callot,,,bon,
241,1,5,1,4 C 58,,,in-8,,[reliure de documents] Exposition J. Callot,,,bon,
242,1,5,1,4 C 59,,,in-8,"BREUIL, Henri",Les peintures rupestres schématiques de la péninsule ibérique (I),1933,,bon,
243,1,5,1,4 C 59,,,in-8,"BREUIL, Henri",Les peintures rupestres schématiques de la péninsule ibérique (II),1933,,bon,
244,1,5,1,4 C 59,,,in-8,"BREUIL, Henri",Les peintures rupestres schématiques de la péninsule ibérique (III),1933,,bon,
245,1,5,1,4 C 60,,,in-fol.,"BOE, Johs.",Felszeichnungen im Westlichen Norwegen (I),1932,,bon,
246,1,5,1,4 C 61,,,in-fol.,"BABELON, Jean",Choix de bronzes et de terres cuites des collections de Janzeé et Oppermann,1929,,bon,
247,1,5,1,4 C 62,,,in-fol.,"BABELON, Jean",Choix de bronzes de la collection Caylus,1928,,bon,
248,1,5,1,4 C 63,,,in-fol.,"GROSS, Victor",Les protohelvètes,1883,,bon,
249,1,5,1,4 C 63,,,in-fol.,"GROSS, Victor",Les protohelvètes,1883,,bon,
250,1,5,1,4 C 64,,,in-fol.,"RENE, Henry",Musée du Luminaire,1900,,bon,
251,1,5,1,4 C 65,,,in-fol.,"DELORT, J.-B.",Dix années de fouilles en Auvergne,1901,,mauvais,
252,1,5,1,4 C 65,,,in-fol.,"DELORT, J.-B.",Dix années de fouilles en Auvergne,1901,,mauvais,
253,1,5,2,4 C 66,,,in-fol.,"PIC, J.L.",Le Hradischt de Stradonitz en bohême,1906,,bon,
254,1,5,2,4 C 67,,,in-fol.,"PIC, J.L.",Die Urnengräber Böhmens,1907,,bon,
255,1,5,2,4 C 68,,,in-fol.,"BOULE, Marcelin",Les grottes de Grimaldi (tome I - fascicule II),1906,,bon,
256,1,5,2,4 C 68,,,in-fol.,"BOULE, Marcelin",Les grottes de Grimaldi (tome I - fascicule III),1910,,bon,
257,1,5,2,4 C 68,,,in-fol.,"BOULE, Marcelin",Les grottes de Grimaldi (tome I - fascicule IV),1919,,bon,
258,1,5,2,4 C 69,,,in-fol.,"CAPITAN, L. et BREUIL, H.",Les Combarelles aux Eyzies,1924,,bon,
259,1,5,2,4 C 70,,,in-fol.,"ALCALDE DEL RIO, H. et BREUIL, H.",Les cavernes de la région Cantabrique,1911,,bon,
260,1,5,2,4 C 71,,,in-fol.,"DUPONT-FERRIER, Gustave",Gallia Regia (tome I),1942,,bon,
261,1,5,2,4 C 71,,,in-fol.,"DUPONT-FERRIER, Gustave",Gallia Regia (tables des matières des tomes I à IV),1946,,bon,
262,1,5,2,4 C 71,,,in-fol.,"DUPONT-FERRIER, Gustave",Gallia Regia (tome VI),1941,,bon,
263,1,5,2,4 C 71,,,in-fol.,"DUPONT-FERRIER, Gustave",Gallia Regia (tome V),1958,,bon,
264,1,5,2,4 C 71,,,in-fol.,"DUPONT-FERRIER, Gustave",Gallia Regia (tome IV),1954,,bon,
265,1,5,2,4 C 71,,,in-4,"DUPONT-FERRIER, Gustave",Gallia Regia (tome III),1957,,bon,
266,1,5,2,4 C 71,,,in-4,"DUPONT-FERRIER, Gustave",Gallia Regia (tome I),1942,,bon,
267,1,5,2,4 C 71,,,in-4,"DUPONT-FERRIER, Gustave",Gallia Regia (tables des matières des tomes I à IV),1946,,bon,
268,1,5,2,4 C 71,,,in-4,"DUPONT-FERRIER, Gustave",Gallia Regia (tome VI),1941,,bon,
269,1,5,2,4 C 71,,,in-4,"DUPONT-FERRIER, Gustave",Gallia Regia (tome V),1958,,bon,
270,1,5,2,4 C 71,,,in-4,"DUPONT-FERRIER, Gustave",Gallia Regia (tome IV),1954,,bon,
271,1,5,2,4 C 71,,,in-4,"DUPONT-FERRIER, Gustave",Gallia Regia (tome III),1957,,bon,
272,1,5,2,4 C 72,,,in-4,"DUPONT-FERRIER, Gustave",Gallia Regia (tome I),1942,,bon,
273,1,5,2,4 C 72,,,in-4,ministère de l'argiculture et direction départementale de Meurthe-et-Moselle,Etude départementale d'aménagement rural (fascicule 1),1972,,bon,
274,1,5,2,4 C 72,,,in-4,ministère de l'argiculture et direction départementale de Meurthe-et-Moselle,Etude départementale d'aménagement rural (fascicule 2),1973,,bon,
275,1,5,2,4 C 72,,,in-4,ministère de l'argiculture et direction départementale de Meurthe-et-Moselle,Etude départementale d'aménagement rural (fascicule 3),1974,,bon,
276,1,5,2,4 C 72,,,in-4,ministère de l'argiculture et direction départementale de Meurthe-et-Moselle,Etude départementale d'aménagement rural (synthèse),1974,,bon,
277,1,5,2,4 C 73,,,in-4,"RIBETTE, Michel",La Nature sur les pas de la porte,1989,,bon,
278,1,5,2,4 C 74,,,in-4,"BODEZ, Pascal (photogr.) et KOCHERT, Francis ",lorraine coup de coeur,1991,,bon,
279,1,5,2,4 C 74,,,in-4,"BODEZ, Pascal (photogr.) et KOCHERT, Francis ",lorraine coup de coeur,1991,,bon,
280,1,5,2,4 C 74,,,in-4,"BODEZ, Pascal (photogr.) et KOCHERT, Francis ",lorraine coup de coeur,1991,,bon,
281,1,5,2,4 C 75,,,in-4,anonyme,atlas de l'agglomération nancéienne,1993,,bon,
282,1,5,2,4 C 75,,,in-8,anonyme,atlas de l'agglomération nancéienne,2002,1,bon,
283,1,5,2,4 C 75,,,in-4,anonyme,atlas 98 de l'agglomération nacéienne,1998,2,bon,
284,1,5,2,4 C 76,,,in-4,"STRITT, Pascal et DECRON, Benoît",Haute-Marne,1991,,bon,
285,1,5,2,4 C 77,,,in-4,collectif,Les forêts de plaine,1978,,bon,
286,1,5,2,4 C 78,,,in-fol.,"HAGUENAUER, Bernard et Christine",géologie en lorraine,1980,,bon,
287,1,5,2,4 C 79,,,in-8,collectif,invertébrés et poissons de lorraine,1980,,bon,
288,1,5,2,4 C 79,,,in-8,collectif,invertébrés et poissons de lorraine,1980,,bon,
289,1,5,2,4 C 80,,,in-4,collectif,Le Saulnois ,1996,,bon,
290,1,5,2,4 C 81,,,in-4,"DESCOMBES, René",La Sarre au fil de l'eau,1982,,bon,
291,1,5,2,4 C 81,,,in-4,"DESCOMBES, René",La Sarre au fil de l'eau,1982,,bon,
292,1,5,2,4 C 81,,,in-4,"GRILLE DE BEUZELIN, E.",Rapport à M. le ministre de l'instruction publique sur les monuments historiques des arrondissements de la ville de Toul,1837,,bon,
293,1,5,2,4 C 81,,,in-4,"GRILLE DE BEUZELIN, E.",Rapport à M. le ministre de l'instruction publique sur les monuments historiques des arrondissements de la ville de Toul,1837,,bon,
294,1,5,2,4 C 82,,,in-8,MARGA,Géographie militaire (première partie),1885,,bon,
295,1,5,2,4 C 82,,,in-4,MARGA,Géographie militaire (deuxième partie),1884,,bon,"1,26 m"
296,1,5,2,4 C 82,,,in-4,MARGA,Géographie militaire (première partie),1885,,bon,
297,1,5,2,4 C 82,,,in-4,MARGA,Géographie militaire (deuxième partie),1884,,bon,"1,26 m"
298,1,5,2,4 C 83,,,in-4,"MAGUIN, Frédéric",Valorisation touristique de Saintois nord,1990,,bon,
299,1,5,2,4 C 83,,,in-fol.,"MAGUIN, Frédéric",Valorisation touristique de Saintois nord,1990,,bon,
300,1,5,2,4 C 84,,,in-fol.,"HOUVER, Gérard et MEGLY, Joseph",Lorrain mosellane,1997,,bon,
301,1,5,2,4 C 85,,,in-fol.,anonyme,54 regards sur la Meurthe et Moselle,1997,,bon,
302,1,5,2,4 C 85,,,in-fol.,anonyme,54 regards sur la Meurthe et Moselle,1997,,bon,
303,1,5,2,4 C 86,,,in-4,"WATELET, Marcel (dir.)","Gérard Mercator, cosmographe",1994,,bon,
304,1,5,2,4 C 86,,,in-4,"WATELET, Marcel (dir.)","Gérard Mercator, cosmographe",1994,,bon,
305,1,5,2,4 C 87,,,in-4,"CHAUBARD, Daniel (photogr.) et PHILIPPE, Jean-Marie",La Lorraine vue du ciel,1999,,bon,
306,1,5,2,4 C 88,,,in-4,"GISSY, Michel",Des collines sous les vosges,2000,,bon,
307,1,5,2,4 C 88,,,in-4,"GISSY, Michel",Des collines sous les vosges,2000,,bon,
308,1,5,2,4 C 89,,,in-fol.,collectif,d'arbre en art,2000,,bon,
309,1,5,2,4 C 89,,,in-fol.,collectif,d'arbre en art,2000,,bon,
310,1,5,2,4 C 90,,,in-fol.,anonyme,L'architecture rurale du Saintois,2000,,bon,
311,1,5,2,4 C 90,,,in-4,anonyme,L'architecture rurale du Saintois,2000,,bon,
312,1,5,2,4 C 91,,,in-4,"MORETTE, Jean",Promenons-nous en Lorraine,2001,,bon,
313,1,5,2,4 C 91,,,in-4,"MORETTE, Jean",Promenons-nous en Lorraine,2001,,bon,
314,1,5,2,4 C 92,,,in-4,"GAUTIER, Jean-Marie",L'étoile ferroviaire de Conflans-Jarny?,2002,,bon,
315,1,5,2,4 C 92,,,in-4,"GAUTIER, Jean-Marie",L'étoile ferroviaire de Conflans-Jarny?,2002,,bon,
316,1,5,2,4 C 93,,,in-4,"LAVERTU, Michel et ETIEVANT, Patrick",Le chemin de fer de Wendel,2002,,bon,
317,1,5,2,4 C 93,,,in-8,"LAVERTU, Michel et ETIEVANT, Patrick",Le chemin de fer de Wendel,2002,,bon,
318,1,5,2,4 C 94,,,in-8,"COSTA, Patrice",Lorraine sauvage et secrète,2002,,bon,
319,1,5,2,4 C 94,,,in-4,"COSTA, Patrice",Lorraine sauvage et secrète,2002,,bon,
320,1,5,2,4 C 95,,,in-4,anonyme,Forêts & paysages en Lorraine,2002,,bon,
321,1,5,2,4 C 96,,,in-fol.,"BILLION, Dominique",En passant par la Lorraine,2003,,bon,
322,1,5,2,4 C 97,,,in-fol.,"HACKEL, David",A pas feutrés?,2003,,bon,
323,1,5,2,4 C 97,,,in-fol.,"HACKEL, David",A pas feutrés?,2003,,bon,
324,1,5,2,4 C 97,,,in-fol.,"HACKEL, David",A pas feutrés...,2003,,bon,
325,1,5,2,4 C 98,,,in-8,"RIBETTE, Michel (photogr.)",Madame blanche,2003,,bon,
326,1,5,2,4 C 99,,,in-8,région de lorraine,Chiffres clés 1988 du tourisme lorrain,1989,,bon,
327,1,5,1,4 C 1,,,in-4,COLLIGNON,Vues pittoresques des Vosges dessinées d'après nature,1837,,bon ,
328,1,5,1,4 C 1,,,in-4,COLLIGNON,Vues pittoresques des Vosges dessinées d'après nature,1837,,bon ,
329,1,5,1,4 C 2,,,in-4,"CARRERE, J. B. F.","Catalogue raisonnné des ouvrages qui ont été publiés sur les eaux minérales en général et sur celles de la France e,n particulier",1785,,bon ,
330,1,5,1,4 C 3,,,in-4,Peuchet,Description topographique et statistique de la France: département de la Moselle,1811,,moyen,
331,1,5,1,4 C 4,,,in-4,"MALTE-BRUN, V. A.","La France illustrée: géographie, histoire, administration et statistique de la Meurthe",1881,,bon ,
332,1,5,1,4 C 5,,,in-4,"LEPAGE, Henri",Dictionnaire topographique du département de la Meurthe,1862,,bon ,
333,1,5,1,4 C 6,,,in-4,"CHASSAING, Augustin et JACOTIN, Antoine",Dictionnaire topographique du département de la Haite-Loire,1907,,moyen,
334,1,5,1,4 C 7,,,in-4,DE BOUTEILLER,Dictionnaire topographique de l'ancien département de la Moselle,1874,,bon ,
335,1,5,1,4 C 8,,,in-4,"ROSEROT, Alphonse",Dictionnaire topographique du département dela côte-d'or,1924,,bon ,
336,1,5,1,4 C 9,,,in-4,"LIENARD, Félix",Dictionnaire topographique du département de la Meuse,1872,,bon ,
337,16,65,2,4 C 9,,,in-8,"Ministère de l'instruction publique, des beaux-arts et des cultes",Catalogue général des manuscrits des bibliothèques publiques de France (tome V),1889,,bon,
338,1,5,3,4 D 10,,,in-fol.,"CHIFLETIO, Ioanne Iacobo","Lilivm francicvm veritate historica, botanica et heraldiaca illustratum",1658,,bon,
339,1,5,3,4 D 10,,,in-fol.,"CHIFLETIO, Ioanne Iacobo","Lilivm francicvm veritate historica, botanica et heraldiaca illustratum",1658,,bon,
340,1,5,3,4 D 11,,,in-fol.,"CHIFLETIO, Ioanne Iacobo",Tennevrivs expensvs,1652,,bon,
341,1,5,3,4 D 11,,,in-fol.,"CHIFLETIO, Ioanne Iacobo",Tennevrivs expensvs,1652,,bon,
342,1,5,3,4 D 12,,,in-fol.,"TENNEVRII, Iacobi Alexandri",Veritas vindicata adversus Ioann. Iac. Chifletii,1651,,bon,
343,1,5,3,4 D 12,,,in-fol.,"TENNEVRII, Iacobi Alexandri",Veritas vindicata adversus Ioann. Iac. Chifletii,1651,,bon,
344,1,5,3,4 D 13,,,in-fol.,"DE ROO, Gerardum",Annales rerum belli domiqve reliure aux armes,1592,,bon,
345,1,5,3,4 D 14,,,in-fol.,"LACROIX, Paul et SERE, Ferdinand",Le moyen age et la renaissance (tome premier),1848,,bon,
346,1,5,3,4 D 14,,,in-fol.,"LACROIX, Paul et SERE, Ferdinand",Le moyen age et la renaissance (tome second),1849,,bon,
347,1,5,3,4 D 14,,,in-fol.,"LACROIX, Paul et SERE, Ferdinand",Le moyen age et la renaissance (tome troisième),1850,,bon,
348,1,5,3,4 D 14,,,in-fol.,"LACROIX, Paul et SERE, Ferdinand",Le moyen age et la renaissance (tome cinquième),1851,,bon,
349,1,5,3,4 D 14,,,in-fol.,"LACROIX, Paul et SERE, Ferdinand",Le moyen age et la renaissance (tome quatrième),1851,,bon,"1,32 m"
350,1,5,3,4 D 14,,,in-4,"LACROIX, Paul et SERE, Ferdinand",Le moyen age et la renaissance (tome premier),1848,,bon,
351,1,5,3,4 D 14,,,in-4,"LACROIX, Paul et SERE, Ferdinand",Le moyen age et la renaissance (tome second),1849,,bon,
352,1,5,3,4 D 14,,,in-4,"LACROIX, Paul et SERE, Ferdinand",Le moyen age et la renaissance (tome troisième),1850,,bon,
353,1,5,3,4 D 14,,,in-4,"LACROIX, Paul et SERE, Ferdinand",Le moyen age et la renaissance (tome cinquième),1851,,bon,
354,1,5,3,4 D 14,,,in-4,"LACROIX, Paul et SERE, Ferdinand",Le moyen age et la renaissance (tome quatrième),1851,,bon,"1,32 m"
355,1,5,3,4 D 15,,,in-4,"LACROIX, Paul",Sciences & lettres au Moyen Age et à l'époque de la Renaissance,1877,3,bon,
356,1,5,3,4 D 15,,,in-4,"LACROIX, Paul","Moeurs, usages et costumes au Moyen Age et à l'époque de la Renaissance",1878,4,bon,
357,1,5,3,4 D 15,,,in-4,"LACROIX, Paul","XVIIme siècle: institutions, usages et costumes",1880,5,bon,
358,1,5,3,4 D 15,,,in-4,"LACROIX, Paul","XVIIme siècle: lettres, sciences et arts",1882,6,bon,
359,1,5,3,4 D 15,,,in-4,"LACROIX, Paul","XVIIIme siècle: institutions, usages et costumes",1878,7,bon,
360,1,5,3,4 D 15,,,in-4,"LACROIX, Paul","XVIIIme siècle: lettres, sciences et arts",1878,8,bon,
361,1,5,3,4 D 15,,,in-4,"LACROIX, Paul","Directoire, consulat et empire: moeurs et usages, lettres, sciences et arts",1884,9,bon,
362,1,5,3,4 D 15,,,in-4,"LACROIX, Paul ",Vie militaire et religieuse au Moyen Age et à l'époque de la Renaissance,1876,1,bon,
363,1,5,3,4 D 15,,,in-4,"LACROIX, Paul ",Vie militaire et religieuse au Moyen Age et à l'époque de la Renaissance,1869,2,bon,
364,1,5,3,4 D 15,,,in-4,"LACROIX, Paul ",Vie militaire et religieuse au Moyen Age et à l'époque de la Renaissance,1876,1,bon,
365,1,5,4,4 D 15,,,in-4,"LACROIX, Paul ",Vie militaire et religieuse au Moyen Age et à l'époque de la Renaissance,1869,2,bon,
366,1,5,4,4 D 16,,,in-4,"GERBERTUM, Martinium","De translatis Habsburgo - Austriocorum principium, eorumque coniugum cadaveribus",1772,,bon,
367,1,5,4,4 D 17,,,in-4,"KOVH, Christoph Guilielmus",Sanctio pragmatica germanorum illustrata,1789,,moyen,
368,1,5,4,4 D 18,,,in-4,"CHASLES, Philarète","Charles Ier, sa cour, son peuple et son parlement",s.d.,,bon,
369,1,5,4,4 D 19,,,in-4,Anonyme,Les Oevvres dei. Sleidan qui convernent les histoires qv'il a escrites,1566,,bon,
370,1,5,4,4 D 20,,,in-4,"PUCHAIMERU, Philippu",Beati Rhenani: selestadiensis rervm Germani carvm libri tres,1531,,bon,
371,1,5,4,4 D 21,,,in-4,Assemblée Nationale,Constitution de la République Française,1848,,bon,
372,1,5,4,4 D 22,,,in-4,République Française,Documents relatifs à la guerre 1914-1915: Rapports et procès verbaux d'enquête de la comission instituée en vue de constater les actes commis par l'ennemi en violation du droit des gens (I),1915,,bon,
373,1,5,4,4 D 22,,,in-4,République Française,Documents relatifs à la guerre 1914-1915: Rapports et procès verbaux d'enquête de la comission instituée en vue de constater les actes commis par l'ennemi en violation du droit des gens (II),1915,,bon,
374,1,5,4,4 D 22,,,in-4,République Française,Documents relatifs à la guerre 1914-1915-1916: Rapports et procès verbaux d'enquête de la comission instituée en vue de constater les actes commis par l'ennemi en violation du droit des gens (III-IV),1915,,bon,
375,1,5,4,4 D 23,,,in-4,NATALIS DE WAILLY,Jean sire de Joinville: histoire de Saint Louis credo et lettre a Louis X,1874,,bon,
376,1,5,4,4 D 24,,,in-4,"MOLINAEO IVIRIVM, Carolo","Tractatvs de origine progressv et ascelentia regni et monarchiae Francorvm, et coronae Franciae",1597,,bon,
377,1,5,4,4 D 25,,,in-4,Anonyme,Les solemnites de l'election et du couronnement de Leopold empereur des Romaine toujours auguste &c.,1660,,bon,
378,1,5,4,4 D 26,,,in-4,"POLI, X.",Autour d'un centenaire: Nopoléon et le département de l'Aisne,1922,,bon,
379,1,5,4,4 D 27,1,,in-4,MAHONI,La véritable relation de ce qui s'est passé à Crémone le 1er février 1702 (prince de Vaudémont et Commercy),s.d.,[d],bon,
380,1,5,4,4 D 27,2,,in-4,Collectif,Découverte des corps des ducs de Bourgogne Philippe-le-Hardi et Jean-sans-Peur,1841,[d],bon,
381,1,5,4,4 D 27,3,,in-4,MOSSMANN X.,Un échec militaire de Henri IV en Alsace,1881,[d],bon,
382,1,5,4,4 D 27,4,,in-4,"GOFFINET, Hippolyte",Le pays de Luxembourg avant la fondation de l'abbaye de Saint-Hubert,1896,[d],bon,
383,1,5,4,4 D 27,5,,in-4,BERTOLOTTI,Muzio Manfredi e Passi Giuseppe litterati in relazione col Duca di Mantova,1888,[d],bon,
384,1,5,4,4 D 27,6,,in-4,ROBERT Charles,Les armées romaines et leur emplacement,1871,[d],bon,
385,1,5,4,4 D 27,7,,in-4,ROBERT Charles,Notes sur les emplacements des armées romaines,1871,[d],bon,
386,1,5,4,4 D 27,8,,in-4,PETITJEAN George,Une page de l'occupation de la Ruhr (sur la direction des Chemins de fer) 1923-1924,1932,[d],bon,
387,1,5,4,4 D 27,9,,in-4,PETITJEAN George,Principes et particularités de la signalisation sur les réseaux allemands,1927,[d],bon,
388,1,5,4,4 D 27,10,,in-4,Collectif,Tableau des votes des députés de la convention nationale dans le procès de Louis XVI,1793,[d],bon,
389,1,5,4,4 D 27,11,,in-4,BOISMONT de Abbé,Oraison funèbre de Marie-Thérèse archiduchesse d'Autriche impératrice douairière 1er juin 1781  au Louvre,1781,[d],bon,
390,1,5,4,4 D 27,12,,in-4,ROBERT Charles,Oraison funèbre de Mme Marie-Christine Duchesse de Saxe abbesse de Remiremont 26 janvier 1783 à Remiremont,1783,[d],bon,
391,1,5,4,4 D 27,13,,in-4,LACOUR Chanoine,Oraison funèbre de Louis XV roi de France et de Navarre 22 juin 1774 à Toul,1774,[d],bon,
392,1,5,4,4 D 27,14,,in-4,SOMMIER Jean-Claude Curé,Eloge funèbre de Marie Eleonor d'Autriche Reine de Pologne et Duchesse de Lorraine 7 avril 1698 Remiremont,1698,[d],bon,
393,1,5,4,4 D 27,15,,in-4,COTONAY Jésuite,Oraison funèbre de Elizabeth-Charlotte Palatine de Bavière 17 février 1723 à Nancy,1723,[d],bon,
394,1,5,4,4 D 27,16,,in-4,LAUBRUSSEL Ignace de Jésuite,Oraison funèbre Louis XIV Roy de France et de Navarre 1- novembre 1715 à St Louis des Jésuites,1715,[d],bon,
395,1,5,4,4 D 27,17,,in-4,LANNUX de Chanoine,Oraison funèbre Louis XIV roy de France et de Navarre 6 février1716 Toul,1716,[d],bon,
396,1,5,4,4 D 28,1,,in-4,LESOING Chanoine,Oraison funèbre Louis XVI cathédrale de Nancy 16 février 1815,1815,[d],bon,
397,1,5,4,4 D 28,2,,in-4,LANFANT P. Jésuite,Oraison funèbre Mgr Louis Dauphin Collège des jésuites 7 février 1766,1766,[d],bon,
398,1,5,4,4 D 28,3,,in-4,CUNY Louis-Antoine Jésuite,Oraison funèbre Marie-Thérèse Infnte d'Espagne Dauphine de France Nancy 26 septembre 1746,1746,[d],bon,
399,1,5,4,4 D 28,4,,in-4,COLLENOT Abbé,Oraison funèbre Marie-Lesczynska Reine de France et de Navarre Neufchâteau 25 juillet 1768,1768,[d],bon,
400,1,5,4,4 D 28,5,,in-4,PERUSSAUT Jésuite,Oraison funèbre Mgr le prince royal Léopold-Clément Nancy le 28 juillet 1723,1723,[d],bon,
401,1,5,4,4 D 28,6,,in-4,COSTER Jean-Louis Jésuite,Oraison funèbre Mgr Louis Dauphin Primatiale de Nancy 3 février 1766,1766,[d],bon,
402,1,5,4,4 D 28,7,,in-4,LACOUR Chanoine,Oraison funèbre Mgr Louis Dauphin Séminaire de Toul 21 mars 1766,1766,[d],bon,
403,1,5,4,4 D 28,8,,in-4,CUNY Louis-Antoine Jésuite,Oraison funèbre Armand-Gaston de Rohan cardinal de Strasbourg Strasbourg le 15 septembre 1749,1749,[d],bon,
404,1,5,4,4 D 28,9,,in-4,SAUCLIERES H. de,Le pouvoir temporel des papes et le roi de Prusse,1871,[d],bon,
405,1,5,4,4 D 28,10,,in-4,VANNERUS J.,"Freudenburg, Freudenstein, Freudenkopp épisode de la politique féodale suivie par Jean L'aveugle dans son comté de Luxembourg",s.d.,[d],bon,
406,1,5,4,4 D 28,11,,in-4,BENOIT A.,Les premières années de la guerre de Trente Ans dans le Saarthal 1633-1640,1890,[d],bon,
407,1,5,4,4 D 28,12,,in-4,"GOFFINET, Hippolyte","Recrutements faits dans la seigneurie de Mirwart, en 1605",1883,[d],bon,
